DRR091839_1.mature	DRR091842_1.mature	DRR091837_1.mature	DRR091838_1.mature	DRR091840_1.mature	DRR091848_1.mature	DRR091841_1.mature	DRR091847_1.mature	DRR091844_1.mature	DRR091849_1.mature	DRR091845_1.mature	DRR091846_1.mature	DRR091843_1.mature
hsa-miR-140-3p	46.0392554778224	25.7690942102598	57.2820029609341	42.4637848157302	42.1016341983464	73.6857424788164	41.3613332187381	36.0832675514553	122.914381292867	26.089211757685	61.6187260184759	82.5509979203259	50.6947318985469
hsa-miR-582-3p	8.97304250660655	8.18933078715884	16.0115613657618	11.2627959726309	12.4438327679841	357.84618554872	5.566224967325	52.0384538837315	12.3266571497145	166.132856218627	74.2879967886299	115.780386956609	7.76930757065853
hsa-miR-589-5p	33.2925035058206	39.0904056240382	41.0991949495491	31.2009888430992	44.9014965711428	83.8763238854612	34.6818632579481	44.4290573252613	80.3874141263523	54.8819687752338	107.544832560284	66.6677679407189	29.329136079236
hsa-miR-136-5p	84.36337160417	63.1124425997041	68.413034926437	47.1819831285891	45.4199896031421	33.7073077296713	39.7342828436739	13.9914710913806	51.4197698245233	28.6575797545556	47.2218274160283	2.92585815413813	51.8601280341457
hsa-miR-214-5p	53.9221152499814	70.6466269238902	73.1223176810728	42.8442846796704	44.4867021455433	25.8683989553291	30.4001517446212	12.0277558504851	98.877399850924	27.5761616506101	42.0389439191471	13.7933312980798	38.7494215086594
hsa-miR-190a-5p	42.6009868537956	31.0102659140415	30.8243962121618	40.7134854416051	25.1987613551679	4.31139982588819	70.0488003580285	19.3916880038433	25.0935520547759	60.1538820319681	233.661664317725	3.97080749490175	56.2303635426411
hsa-miR-223-3p	45.1167931640591	71.6293466183493	51.3739936869364	31.0487888975231	86.7957335566894	20.3811628132896	28.1736617576912	9.08218298914182	119.304431699022	13.1121945103391	11.8054568540071	22.1529260241887	58.1726904353057
hsa-miR-139-5p	71.9520604735366	13.7580757224268	73.0366943582613	109.88836070594	75.8036812783034	18.4214356197041	20.2096783429031	32.8922302850001	30.8166428742862	30.6852386994534	22.0272548617449	44.9328216528356	23.4050390566088
hsa-miR-34c-5p	27.9254500439251	57.5436976644361	37.8455086827098	23.9714914282348	27.6875279087647	227.589651415068	45.3005078109989	11.5368270402612	65.6834730977643	4.59602694176835	21.7393168896959	7.31464538534533	25.6387149831731
hsa-miR-708-5p	35.2212883436893	89.4274921957745	22.9470505134983	21.5362922990173	28.4134181535638	39.978434749145	43.416554745135	66.520853785336	88.7519314779442	38.7958744790446	34.1206496878009	31.766459959214	56.4245962319076
hsa-miR-493-5p	42.0978255917429	83.9679383376686	60.5356892277734	28.9940896322459	34.2205401119564	107.654347167632	32.1128363499519	12.518684660709	56.2623851333396	20.5469439749644	32.9688977996051	9.61353393502529	29.7176014577689
hsa-miR-598-3p	36.1437506574526	92.3756512791517	29.1119297559306	55.3246802169101	43.2423188687449	32.4008229339476	39.0492090015416	27.4920133725374	23.3326010333881	30.2797069104738	30.9533319952624	22.9888854967996	76.4305632263533
hsa-miR-328-3p	54.341416301692	47.9348828741697	80.1434301516208	57.6837793733396	53.8195767215314	20.2505143337173	26.8035140734266	9.5731117993657	56.4384802354784	16.2212715591824	19.4358131133043	20.8989868152724	31.9512773843332
hsa-miR-26b-3p	37.2339333919001	26.861004981881	47.6065674832277	58.1403792100678	58.1749181903259	32.1395259748029	45.7286789623316	27.7374777776493	36.0994959384495	10.8141810394549	34.2646186738254	80.8790789751041	47.5870088702835
hsa-miR-22-5p	48.7227822087701	46.4062077939001	44.7809978304462	50.8347818224153	39.7165662511494	35.013792525395	52.2368804625885	14.7278643067165	30.3764051189392	73.4012538053004	20.5875650015001	39.9170648171702	27.0954601526716
hsa-miR-18a-5p	49.8129649432177	75.996989704834	13.5284850042266	33.9405878634689	25.4061585679676	18.8133810584212	58.2312765812462	67.9936402160077	17.2573200096003	55.1523233012202	40.8871920309513	74.8183727986751	51.568779000246
hsa-miR-1296-5p	46.1231156881645	19.1084385033706	45.8941010269965	55.172480271334	52.2640976255334	23.1247808843094	65.5958203841685	17.1825083578359	23.4206485844575	20.9524757639439	31.8171459114093	105.330893548973	25.9300640170728
hsa-miR-140-5p	40.9237826469532	35.5962911548504	38.8729885564485	43.9857842714911	35.6723206015546	15.6778175486843	48.8115112519269	18.6552947885075	57.6711459504499	28.7927570175488	48.949455248322	7.10565551719261	61.6688788421021
hsa-miR-320b	23.9840201578455	31.0102659140415	40.0717150758104	43.3008845163987	40.5461551023484	50.1690161557899	28.0023932971581	60.8751724677614	54.6775292140906	37.1737473231264	28.5058592328463	55.1733251923191	48.7524050058823
hsa-miR-203b-5p	20.5457515338187	12.011018487833	18.4946377272971	21.3840923534412	21.2582143119729	9.27604204963823	51.1236354691235	255.037516911307	11.7103242922288	5.1367359937411	71.8405240262138	252.877740464796	12.9164738362198
hsa-miR-450a-5p	43.1880083261904	16.3786615743177	64.5599853999168	21.5362922990173	41.8942369855466	43.6365921771714	31.0852255867535	23.8100472958583	27.6469310357882	117.739396067066	43.7665717514408	16.7191894522179	18.452105480314
hsa-miR-378a-5p	49.309803681165	19.1084385033706	46.8359575779237	69.0226753187586	57.7601237647264	16.5923569056909	22.0079971785004	40.9925556536942	34.6026875702699	29.8741751214943	15.404681504619	26.3327233872432	33.3109062091984
hsa-miR-409-5p	36.3114710781368	68.0260410719994	41.0135716267376	30.6682890335829	34.531635931156	83.4843784467441	22.6074367903662	11.0458982300373	28.1752163422045	35.1460883782286	23.3229757359652	5.43373657197082	45.6446819776189
hsa-miR-671-3p	18.8685473269764	61.2561942879481	38.7017419108254	28.9940896322459	26.0283502063668	18.2907871401317	91.8855290759958	10.5549694198135	42.5269671665149	14.5991444032642	51.1089900386892	17.3461590566761	27.3868091865713
hsa-miR-532-3p	48.0519005260332	23.3668905126932	36.9036521317827	39.1914859858442	48.8420436143378	38.1493560351319	45.7286789623316	13.0096134709329	16.5529396010452	54.2060824602679	30.9533319952624	20.2720172108142	36.5157455820951
hsa-miR-378d	46.2069758985066	11.137489870536	33.2218492508855	54.3353805706655	40.4424564959485	34.4911986071055	21.0660206455685	45.656379350821	32.7536889978128	37.4441018491127	60.3230051442556	52.6654467744864	18.7434545142137
hsa-miR-4634	62.1404158635089	12.7753560279678	79.5440668919399	32.5707883532841	55.1676586047297	2.87426655059213	24.1488529351639	13.7460066862687	67.2683290170133	3.1090770488433	13.8210226583497	25.9147436509377	21.0742467854113
hsa-miR-27b-5p	46.458556529533	25.2231388244492	72.8654477126381	41.0178853327573	49.2568380399373	17.8988417014146	19.1820675797046	4.90928810223882	58.4635739100744	4.73120420476154	24.0428206660876	20.6899969471196	30.0089504916686
hsa-miR-449a	0.503161262052704	101.220128529283	1.36997316498497	1.36979951018484	0.829588851198943	305.194848281055	57.2893000483143	7.36393215335823	2.28923632780412	13.6529035623119	2.4474727624161	8.7775744624144	4.66158454239512
hsa-miR-301b-3p	14.3400959685021	60.1642835163269	11.6447719023723	12.936995373968	14.7252021087812	61.1434884398689	45.4717762715319	47.1291657814927	27.2066932804412	58.2614003500635	50.8210520666402	13.584341429927	58.0755740906725
hsa-let-7i-3p	43.5234491675589	32.5389409943111	27.3994632996994	22.8299918364141	21.5693101311725	35.9283318824016	24.8339267772962	30.6830506389926	41.2062539004741	47.1768647846222	10.5097359797868	96.9712988228638	26.1242967063393
hsa-miR-450b-5p	36.6469119195053	16.2694704971556	42.7260380829688	20.8513925439249	36.7093066655532	37.49611363727	28.7731013695569	22.0917964600747	26.0620751165392	64.8850862367296	43.6226027654164	21.7349462878833	17.9665237571479
hsa-miR-3613-5p	44.4459114813222	44.8775327136304	19.2652476326012	28.5374897955176	28.5171167599637	9.53733900878297	40.6762593766058	24.3009761060822	25.1815996058453	52.854309830336	25.7704484983813	12.5393920891634	30.3974158702015
hsa-miR-151b	26.4998264681091	17.3613812687767	34.9343157071168	42.4637848157302	27.9986237279643	39.978434749145	23.4637790930316	26.0192269418657	37.8604469598373	25.6836799687055	35.9922465061191	31.1394903547558	13.1107065254863
hsa-miR-185-5p	17.6945043821868	57.434506587274	19.9502342150936	22.4494919724738	18.7694477583761	30.4410957403621	26.9747825339596	46.1473081610449	20.4270318480983	57.0448049831248	19.2918441272798	47.4407000706683	29.0377870453363
hsa-miR-221-5p	44.5297716916643	23.3668905126932	58.2238595118613	42.0071849790019	74.4555993951052	2.35167263230265	7.96398341478808	2.70010845623135	25.5337898101228	3.92014062680242	11.5175188819581	1.88090881337451	16.5097785876494
hsa-miR-17-3p	14.3400959685021	23.2576994355311	21.9195706397595	17.6551936868269	13.9993118639822	44.4204830546056	28.5161986787573	56.9477419859703	21.3955549098616	42.716015105847	32.8249288135806	87.5667547559912	21.365595819311
hsa-miR-376c-3p	48.638921998428	28.2804889849885	35.276808998363	32.2663884621319	29.9688972495618	33.7073077296713	18.4113595073058	16.2006507373881	19.8106989906126	17.8433987151007	16.7004023788393	8.7775744624144	23.0165736780759
hsa-miR-30c-2-3p	33.1247830851363	9.39043263594213	37.417392068652	33.2556881083765	31.42067773916	17.8988417014146	31.6846651986192	27.0010845623135	19.2824136841962	12.1659536693868	15.2607125185945	76.9082714802023	16.5097785876494
hsa-miR-542-3p	41.0915030676375	11.3558720248603	24.9163869381642	17.883493605191	35.7760192079544	24.1699687208883	22.5218025600996	40.9925556536942	15.6724640903513	70.2921767564571	21.451378917647	25.0787841783268	15.92708051985
hsa-miR-3529-3p	8.05058019284326	29.4815908337718	7.96296902147514	17.2746938228867	6.42931359679181	7.57761181519743	45.0436051201993	95.4856535885451	4.93066285988579	11.0845355654413	20.4435960154757	14.8382806388434	102.263510898793
hsa-miR-505-3p	29.4349338300832	16.706234805804	30.995642857785	27.3198902309088	31.0058833135605	68.982397214211	14.2152822242454	22.0917964600747	15.7605116414207	22.1690711308826	6.62257335712592	44.3058520483774	19.6175016159128
hsa-miR-1307-3p	10.3986660824225	24.7863745158007	12.672251776111	11.2627959726309	12.1327369487845	76.2987120702637	22.0079971785004	29.210264208321	26.1501226676086	51.5025372004041	15.6926194766679	76.4902917438969	21.5598285085774
hsa-miR-33b-5p	15.2625582822653	11.2466809476981	12.9291217445457	14.2306949113648	17.7324616943774	46.6415072073359	45.5574105017985	12.7641490658209	11.1820389858124	111.386064706386	36.1362154921436	8.35959472610895	11.2654959774549
hsa-miR-652-3p	10.5663865031068	14.9591775712101	17.8096511448046	16.285394176642	7.46629966079049	108.176941085922	9.59103378985231	21.1099388396269	22.8923632780412	28.5224024915624	8.06226321737068	103.032004999293	14.7616843842512
hsa-miR-215-5p	34.9697077126629	29.6999729880961	26.2007367803376	32.1902884893438	31.0058833135605	12.4116055593751	60.9715719497754	7.11846774824629	9.77327816870219	14.3287898772778	7.77432524532173	16.0922198477597	3.78753744069603
hsa-miR-4454	18.9524075373185	35.7054822320125	18.4090144044855	21.7645922173814	18.4583519391765	11.1051207636514	25.5190006194285	9.08218298914182	18.0497479692248	14.8694989292505	67.9533614035529	6.47868591273444	27.2896928419381
hsa-miR-590-3p	23.9001599475034	33.3032785344459	9.5898121548948	16.6658940405823	20.2212282479742	10.4518783657896	40.3337224555396	27.0010845623135	15.4083214371431	28.1168707025828	32.2490528694827	8.98656433056712	29.1349033899695
hsa-miR-200a-5p	18.0299452235552	2.40220369756659	22.1764406081942	31.8097886254036	23.1247892271705	54.3497675021057	48.8971454821935	0.245464405111941	0.440237755346946	36.2275064821741	0.287937972048953	0.626969604458171	17.8694074125146
hsa-miR-1180-3p	23.6485793164771	14.6316043397238	35.3624323211746	28.9179896594578	23.8506794719696	13.8487388346712	22.9499737114323	10.0640406095896	18.4899857245717	6.21815409768659	29.0817351769442	20.2720172108142	17.2867093447152
hsa-miR-3607-3p	4.52845135847433	23.3668905126932	12.5866284532994	3.12009888430992	4.45904007519432	18.2907871401317	65.510186153902	21.8463320549628	36.5397336937965	35.5516201672081	31.2412699673114	6.26969604458171	11.3626123220881
hsa-miR-664a-5p	13.9207949167915	16.2694704971556	20.5495974747746	21.6884922445934	15.0362979279808	34.6218470866779	23.0356079416989	11.7822914453732	13.6473704157553	33.2536066963239	23.0350377639162	51.2025176974173	15.6357314859503
hsa-miR-134-5p	32.87320245411	26.4242406732325	28.6838131418728	15.8287943399138	18.4583519391765	29.9185018220726	10.7899130135839	5.89114572268659	38.2126371641149	14.7343216662574	14.5408675884721	1.67191894522179	13.5962882486524
hsa-miR-449c-5p	0.0838602103421173	32.429749917149	0.684986582492485	0.380499863940235	0.103698606399868	257.638801716712	10.9611814741169	0.736393215335823	0.264142653208167	5.00155873074791	0.719844930122382	3.5528277585963	0.874047101699085
hsa-miR-486-3p	10.6502467134489	55.2506850440316	15.2409514604578	15.0677946120333	7.05150523519102	15.547169069112	16.698674901975	22.0917964600747	29.2317869550372	8.1106357795912	30.9533319952624	75.4453424031333	3.39907206216311
hsa-miR-452-5p	29.8542348817938	10.2639612532391	41.6985582092301	36.4518869654745	37.1241010911527	14.6326297121054	6.08003034892423	4.172894886903	12.0625144965063	3.78496336380923	5.90272842700354	7.73262512165078	21.9482938871103
hsa-miR-615-3p	0.503161262052704	3.16654123770142	0.428116614057803	0.608799782304375	0.207397212799736	7.18566637648032	90.0872102403985	29.7011930185449	8.71670755586952	12.30113093238	17.1323093369127	63.1149401821226	48.3639396273494
hsa-miR-874-3p	19.1201279580027	47.3889274883591	21.9195706397595	21.7645922173814	15.3473937471805	11.4970662023685	13.8727453031792	5.89114572268659	30.992737976425	8.65134483156395	20.4435960154757	6.06070617642899	13.7905209379189
hsa-miR-889-3p	25.5773641543458	40.0731253184972	25.7726201662798	19.8620928976802	26.1320488127667	12.5422540389475	13.35893992158	3.19103726645523	25.0935520547759	7.84028125360483	9.50195307761545	2.08989868152724	16.8011276215491
hsa-miR-144-5p	12.9983326030282	66.3881749145676	12.4153818076763	14.3828948569409	3.83684843679511	10.0599329270724	24.0632187048973	16.2006507373881	35.8353532852414	6.62368588666615	19.5797820993288	26.7507031235486	5.14716626556128
hsa-miR-7-1-3p	16.1850205960286	13.7580757224268	13.9566016182844	24.1236913738109	14.6215035023814	14.1100357938159	18.7538964283719	19.8826168140672	11.6222767411594	5.40709051972747	22.6031308058428	75.654332271286	14.276102661085
hsa-miR-15b-3p	7.12811787907997	18.3441009632358	4.19554281776647	7.3055973876525	3.62945122399538	41.4155680244411	29.2869067511562	16.691579547612	3.96213979812251	72.7253674903345	11.3735498959336	53.5014062470973	8.06065660455823
hsa-miR-187-3p	34.298826029926	7.9709486328346	71.0673579335954	30.5921890607949	20.7397212799736	5.35658766246715	10.6186445530508	0	0.96852306176328	3.24425431183648	0.719844930122382	0	3.30195571752988
hsa-miR-200b-5p	13.3337734443967	0.764337540134825	22.2620639310058	30.4399891152188	26.2357474191666	36.1896288415463	38.963574771275	0	0.264142653208167	25.2781481797259	0.287937972048953	0.626969604458171	9.12893639552377
hsa-miR-195-3p	13.4176336547388	7.75256647851037	14.042224941096	22.1450920813217	14.4141062895816	19.3359749767107	12.245694928115	14.7278643067165	25.797932463331	38.390342690065	14.2529296164232	16.3012097159124	14.664568039618
hsa-let-7a-3p	16.6881818580813	12.1202095649951	11.6447719023723	17.3507937956747	15.9695853855797	5.61788462161188	23.8063160140977	10.0640406095896	8.45256490266136	68.8052268635321	15.11674353257	1.04494934076362	15.4414987966838
hsa-miR-3065-3p	5.87021472394821	7.42499324702401	9.67543547770636	8.37099700668516	5.8071219583926	38.2800045147042	20.4665810337027	30.4375862338807	5.10675796202457	6.21815409768659	15.11674353257	80.2521093706459	35.7388148250292
hsa-miR-7704	14.0885153374757	20.3095403521539	15.8403147201387	10.9583960814788	15.0362979279808	4.31139982588819	13.7871110729127	27.0010845623135	29.6720247103841	4.19049515278879	32.2490528694827	31.5574700910613	13.402055559386
hsa-miR-432-5p	14.0885153374757	25.8782852874219	19.693364246659	14.7633947208811	11.4068467039855	26.3909928736186	11.8175237767823	4.172894886903	32.4895463446046	12.4363081953732	11.3735498959336	1.67191894522179	13.9847536271854
hsa-miR-212-3p	7.12811787907997	11.0282987933739	14.4703415551538	10.9583960814788	17.8361603007773	32.7927683726647	7.62144649372193	33.383159095224	18.0497479692248	18.6544622930598	6.62257335712592	68.9666564903988	10.6827979096555
hsa-miR-31-5p	26.415966257767	34.8319536147156	30.6531495665387	32.6468883260721	23.6432822591699	0.391945438717108	2.74029536852923	0	6.16332857485724	0.270354525986373	0.719844930122382	0.417979736305447	10.8770305989219
hsa-miR-4800-3p	0.92246231376329	0.327573231486353	0.770609905304046	0.837099700668516	1.24438327679841	4.31139982588819	0.428171151332693	243.009761060822	0.792427959624502	5.81262230870703	0.863813916146859	151.517654410725	0.485581723166158
hsa-miR-154-5p	14.2562357581599	33.7400428430944	20.2071041835283	10.7300961631146	13.9993118639822	13.9793873142435	9.3341310990527	2.70010845623135	26.8545030761637	7.97545851659802	11.3735498959336	1.67191894522179	18.6463381695805
hsa-miR-7706	10.3986660824225	19.1084385033706	12.4153818076763	11.8715957549353	15.7621881727799	19.466623456283	11.3893526254496	3.68196607667912	16.2007493967676	22.439425656869	13.3891157002763	15.883229979607	26.3185293956058
hsa-miR-487b-3p	18.1976656442395	19.8727760435054	27.3994632996994	13.3174952379082	11.0957508847859	19.7279204154278	11.7318895465158	3.68196607667912	20.3389842970289	7.84028125360483	11.5175188819581	6.06070617642899	13.013590180853
hsa-miR-4770	15.9334399650023	16.5970437286419	19.5221176010358	6.1640977958318	12.3401341615843	0.914539357006586	10.9611814741169	3.68196607667912	38.3887322662537	2.97389978585011	38.2957502825107	1.46292907706907	16.8982439661823
hsa-miR-99b-3p	15.0948378615811	13.2121203366163	14.4703415551538	15.9048943127018	16.9028728431785	36.7122227598358	8.04961764505462	10.8004338249254	14.9680836817962	11.8955991434004	4.31906958073429	25.2877740464796	13.7905209379189
hsa-miR-18b-5p	10.9856875548174	35.8146733091747	4.53803610901272	15.5243944487616	7.98479269278983	19.8585688950002	6.08003034892423	14.2369354964926	4.22628245133068	11.2197128284345	59.1712532560598	11.2854528802471	13.3049392147527
hsa-miR-10b-3p	6.87653724805362	6.55146462972707	12.3297584848647	15.9809942854899	11.3031480975856	7.57761181519743	25.0908294680958	26.7556201572016	23.6847912376657	7.43474946462527	14.8288055605211	33.6473687725885	13.5962882486524
hsa-miR-1275	5.45091367223762	12.011018487833	7.53485240741734	8.67539689783735	5.91082056479247	4.83399374417767	18.0688225862396	14.9733287118284	13.3832277625471	7.43474946462527	97.7549415106195	7.10565551719261	12.5280084576869
hsa-miR-548k	6.87653724805362	14.1948400310753	12.5866284532994	11.414995918207	10.7846550655863	37.1041681985529	14.9859902966442	8.83671858402988	17.1692724585309	20.1414121859848	22.8910687778918	9.19555419871984	12.6251248023201
hsa-miR-425-3p	13.4176336547388	13.5396935681026	8.0485923442867	12.4042955644516	11.3031480975856	30.1797987812173	12.245694928115	13.5005422811568	5.37090061523274	16.8971578741483	6.76654234315039	33.6473687725885	25.7358313278064
hsa-miR-504-5p	26.6675468887933	3.38492339202565	24.2314003556717	25.0368910472674	27.0653362703655	3.0049150301645	9.67666802011885	1.47278643067165	8.45256490266136	4.19049515278879	3.88716262266086	10.2405035394835	14.5674516949847
hsa-miR-7705	1.59334399650023	8.62609509580731	3.42493291246243	2.28299918364141	1.97027352159749	59.8370036441452	24.1488529351639	10.8004338249254	8.54061245373074	53.1246643563224	2.73541073446505	18.8090881337451	10.9741469435552
hsa-miR-1303	4.44459114813222	5.45955385810589	3.93867284933179	1.90249931970117	2.69616376639657	45.2043739320398	11.3037183951831	46.6382369712688	5.28285306416335	42.716015105847	7.91829423134621	59.771102291679	4.75870088702835
hsa-miR-374b-3p	11.6565692375543	7.64337540134825	10.531668705822	16.7419940133703	17.3176672687779	5.22593918289478	16.2705037506423	4.90928810223882	11.0059438836736	43.3919014208129	10.7976739518357	3.34383789044358	9.42028542942347
hsa-miR-663a	7.29583829976421	36.7973930036337	9.84668212332948	7.00119749650032	7.98479269278983	1.30648479572369	16.1848695203758	45.4109149457091	3.52190204277556	2.70354525986374	43.6226027654164	12.9573718254689	6.21544605652682
hsa-let-7f-1-3p	15.3464184926075	8.95366832729366	12.7578750989225	18.5683933602834	12.7549285871838	0.783890877434216	15.8423325993096	9.81857620447764	12.3266571497145	12.8418399843527	15.6926194766679	3.13484802229086	15.5386151413171
hsa-miR-1247-5p	10.9018273444752	11.137489870536	25.5157501978451	22.2211920541097	11.7179425231851	0.130648479572369	7.53581226345539	0.736393215335823	24.3891716462208	0.135177262993187	12.9572087422029	1.88090881337451	11.9453103898875
hsa-miR-33a-3p	9.72778439968561	9.39043263594213	7.36360576179422	14.1545949385767	10.8883536719861	16.4617084261185	29.0300040603566	14.9733287118284	2.72947408315106	14.0584353512914	17.4202473089617	19.8540374745088	6.11832971189359
hsa-let-7e-3p	19.4555687993712	9.82719694459061	16.5253013026312	21.0035924895009	17.5250644815777	6.66307245819084	9.93357071091847	4.66382369712688	12.0625144965063	7.02921767564571	5.47082146893011	3.13484802229086	11.3626123220881
hsa-miR-376a-3p	28.0093102542672	8.18933078715884	14.042224941096	14.7633947208811	16.5917770239789	13.5874418755264	7.45017803318885	11.2913626351493	8.71670755586952	9.86794019850263	5.75875944097906	5.22474670381809	10.0029834972229
hsa-miR-493-3p	7.79899956181691	23.2576994355311	18.4090144044855	7.4577973332286	7.77739547999009	19.7279204154278	6.67946996079	4.172894886903	23.4206485844575	12.7066627213596	9.21401510556649	1.67191894522179	7.96354025992499
hsa-miR-382-5p	5.78635451360609	21.4014511237751	12.2441351620532	5.78359793189157	4.77013589439392	54.8723614203952	6.59383573052347	1.96371524089553	14.6158934775186	10.2734719874822	6.33463538507696	2.71686828598541	7.3808421921256
hsa-miR-5787	7.54741893079056	2.18382154324236	4.70928275463584	3.12009888430992	1.97027352159749	10.0599329270724	3.76790613172769	85.6670773840674	3.52190204277556	13.3825490363255	5.61479045495458	100.942106317766	1.26251248023201
hsa-miR-100-3p	18.5331064856079	18.9992474262085	13.442861681415	13.1652952923321	16.1769825983794	1.30648479572369	5.39495650679193	0.736393215335823	17.433415111739	0.135177262993187	8.20623220339516	2.29888854967996	13.9847536271854
hsa-miR-212-5p	4.69617177915857	13.1029292594541	11.2166552883144	9.66469654408196	13.8956132575823	20.511811292862	7.792714954255	6.87300334313435	14.5278459264492	16.4916260851688	5.32685248290563	12.3304022210107	13.013590180853
hsa-miR-9-3p	1.25790315513176	0.436764308648471	0.428116614057803	0.837099700668516	1.24438327679841	0.261296959144739	2.39775844746308	0.245464405111941	109.971391285667	0.946240840952307	1.29572087422029	0.417979736305447	0.776930757065853
hsa-miR-651-5p	4.27687072744798	5.24117170378166	4.45241278620116	4.64209834007086	5.28862892639326	58.1385734097044	8.39215456612077	3.19103726645523	9.6852306176328	19.1951713450325	21.163440945598	1.25393920891634	10.1972161864893
hsa-miR-3120-3p	9.97936503071196	15.8327061885071	16.0971846885734	9.20809670735368	9.12547736318838	6.14047853990136	7.27890957265577	2.45464405111941	22.8043157269718	4.32567241578198	9.7898910496644	5.64272644012354	9.32316908479024
hsa-miR-1301-3p	6.87653724805362	14.1948400310753	10.6172920286335	9.28419668014172	8.3995871183893	8.23085421305927	9.59103378985231	8.345789773806	13.5593228646859	14.1936126142846	7.48638727327278	8.35959472610895	13.5962882486524
hsa-miR-377-3p	10.9856875548174	21.6198332780993	9.76105880051792	12.5564955100277	10.3698606399868	6.92436941733558	7.96398341478808	2.70010845623135	9.59718306656341	9.86794019850263	5.61479045495458	0.208989868152724	14.4703353503515
hsa-miR-1261	2.18036546889505	12.1202095649951	2.3974530387237	1.82639934691313	1.65917770239789	27.1748837510528	5.9943961186577	12.2732202555971	3.2577593895674	9.05687662054351	71.5525860541648	15.883229979607	2.52502496046402
hsa-miR-33a-5p	6.45723619634303	5.13198062661954	3.51055623527399	7.07729746928836	6.53301220319168	4.31139982588819	29.2869067511562	16.9370439527239	2.64142653208167	35.5516201672081	13.5330846863008	3.76181762674903	4.66158454239512
hsa-miR-95-3p	9.05690271694867	9.28124155878002	6.33612588805549	5.32699809516328	7.67369687359023	12.5422540389475	11.9031580070489	15.7097219271642	11.53422919009	5.54226778272066	11.5175188819581	25.705753782785	9.90586715258963
hsa-miR-887-3p	9.47620376865926	5.89631816675436	5.05177604588208	12.4042955644516	11.1994494911857	6.66307245819084	4.70988266465962	42.2198776792539	7.48404184089808	5.1367359937411	1.58365884626924	40.7530242897811	7.76930757065853
hsa-miR-337-5p	12.9144723926861	21.1830689694509	7.96296902147514	9.05589676177758	7.36260105439062	9.53733900878297	10.2761076319846	3.43650167156717	7.74818449410624	6.35333136067978	12.5253017841295	1.04494934076362	10.488565220389
hsa-miR-874-5p	4.8638921998428	26.3150495960704	13.442861681415	7.68609725159274	6.22191638399207	8.75344813134875	5.9943961186577	1.22732202555971	18.7541283777799	5.94779957170022	10.7976739518357	2.08989868152724	6.70102777969298
hsa-miR-1285-3p	4.52845135847433	15.2867508026965	5.47989265993988	4.94649823122305	4.97753310719366	6.92436941733558	16.6130406717085	40.2561624383583	6.16332857485724	15.6805625072097	14.8288055605211	3.34383789044358	6.11832971189359
hsa-miR-744-3p	7.29583829976421	5.78712708959224	9.84668212332948	10.2734963263863	11.8216411295849	7.7082602947698	21.9223629482339	8.345789773806	5.72309081951029	5.40709051972747	13.1011777282274	7.73262512165078	5.14716626556128
hsa-miR-181c-3p	11.2372681858437	6.76984678405131	12.5866284532994	8.14269708832102	9.54027178878785	7.18566637648032	10.7899130135839	4.41835929201494	12.9429900072002	1.75730441891143	6.19066639905249	19.645047606356	8.06065660455823
hsa-miR-152-5p	11.2372681858437	12.2294006421572	11.1310319655029	9.20809670735368	11.5105453103853	19.3359749767107	6.42256726999039	4.41835929201494	8.8928026580083	3.51460883782286	5.47082146893011	6.89666564903988	6.70102777969298
hsa-miR-146b-3p	4.10915030676375	16.9246169601283	7.27798243898266	1.75029937412508	8.60698433118904	1.56778175486843	3.339734980395	7.11846774824629	41.6464916558211	3.78496336380923	1.87159681831819	3.13484802229086	9.80875080795639
hsa-miR-766-3p	5.53477388257974	10.2639612532391	8.0485923442867	11.1866959998429	4.14794425599472	10.4518783657896	8.2208861055877	3.68196607667912	12.2386095986451	6.62368588666615	21.5953479036715	11.2854528802471	6.99237681359268
hsa-miR-30b-3p	3.10282778265834	13.2121203366163	5.73676262837457	5.85969790467961	4.77013589439392	3.78880590759871	18.0688225862396	10.3095050147015	5.19480551309396	18.2489305040802	25.0506035682589	5.43373657197082	6.60391143505975
hsa-miR-1908-3p	3.01896757231622	3.0573501605393	3.85304952652023	3.42449877546211	2.79986237279643	3.65815742802634	6.85073842132308	37.310589577015	27.9110736889963	3.1090770488433	6.33463538507696	49.1126190158901	1.45674516949847
hsa-miR-320c	4.94775241018492	5.56874493526801	6.84986582492485	9.20809670735368	8.19218990558957	18.2907871401317	5.73749342785808	28.964799803209	6.33942367699602	7.56992672761846	6.19066639905249	23.1978753649523	6.21544605652682
hsa-miR-369-3p	8.97304250660655	14.1948400310753	7.6204757302289	7.60999727880469	5.1849303199934	11.8890116410856	8.2208861055877	3.68196607667912	10.8298487815349	7.70510399061164	9.64592206363992	3.13484802229086	11.5568450113546
hsa-miR-29a-5p	15.6818593339759	6.1147003210786	8.81920224959075	14.0023949930006	9.12547736318838	2.22102415273028	8.47778879638731	15.4642575220523	4.66652020667762	7.29957220163208	5.61479045495458	3.97080749490175	8.35200563845792
hsa-miR-664b-3p	6.03793514463245	2.07463046608024	4.70928275463584	6.39239771419594	8.7106829375889	28.2200715876318	7.96398341478808	7.60939655847017	1.76095102138778	11.0845355654413	5.32685248290563	41.3799938942393	5.05004992092804
