DRR091839_1.mature	DRR091842_1.mature	DRR091837_1.mature	DRR091838_1.mature	DRR091840_1.mature	DRR091848_1.mature	DRR091841_1.mature	DRR091847_1.mature	DRR091844_1.mature	DRR091849_1.mature	DRR091845_1.mature	DRR091846_1.mature	DRR091843_1.mature
hsa-miR-20b-5p	138.537067485178	409.248157203618	120.557638518677	247.705411425093	203.352967150141	357.84618554872	117.147627004625	199.80802576112	101.606873934075	101.653301770876	1520.60043039052	206.272999866738	255.513102730032
hsa-miR-378c	226.003266872006	114.432248865899	261.15113457526	322.283384757379	326.443212946784	263.909928736186	191.649407336513	273.692811699814	302.267242821213	538.411038501863	426.14819863245	257.893497300461	164.903553187227
hsa-miR-362-5p	142.478497371257	165.861246209257	92.3019419908624	239.867114227924	250.639531668481	911.273145017277	246.797851628164	67.9936402160077	69.8217079980256	667.099792871377	139.649916443742	251.623801255879	260.85450168486
hsa-miR-423-5p	113.379004382543	308.464792982983	231.953581496518	206.002626337243	182.509547263768	230.725214924804	226.074367903662	117.57745004862	137.794417423594	546.79202880744	378.494464258349	612.549303555633	236.089833803386
hsa-miR-3184-3p	113.379004382543	308.464792982983	231.953581496518	206.002626337243	182.509547263768	230.725214924804	226.074367903662	117.57745004862	137.794417423594	546.79202880744	378.494464258349	612.549303555633	236.089833803386
hsa-miR-155-5p	176.525742770157	214.342084469237	168.335452647528	152.35214552167	316.384448125997	184.73695011533	82.4657637466766	83.7033621431719	730.530531222721	144.369316876723	35.2724015759967	304.080258162213	240.460069311882
hsa-miR-660-5p	248.72938387472	149.700966789264	127.749997634849	162.549541875268	231.558988090905	302.973824128325	275.913489918787	87.1398638147391	129.870137827349	435.405964101055	266.054686173233	129.991697990994	245.801468266709
hsa-miR-941	64.0692007013776	281.49459692394	108.227880033813	107.909761413451	99.7580593566729	136.397012673554	563.644503614356	110.704446705485	318.996277524397	132.068185944343	291.39322771354	182.448154897328	277.752745651042
hsa-miR-301a-3p	244.620233567956	246.007496846251	149.926438243043	165.517440814002	214.656115247727	105.825268453619	238.405697062043	129.605205899105	202.861557663873	234.262196767193	260.439895718278	33.8563586407412	386.620167984895
hsa-miR-381-3p	210.908429010425	251.576241781519	359.532332485743	181.422335126704	189.249956679759	391.814790237536	123.570194274615	67.2572470006718	259.211990348282	107.73627860557	181.544891376865	38.6631256082539	158.299641752168
hsa-miR-29c-5p	175.85486108742	98.0535872915818	108.227880033813	268.100204132289	181.265163986969	279.326449325726	176.063977428003	143.842141395597	54.9416718672988	154.913143390192	77.8872214392418	950.485920358587	272.508463040848
hsa-miR-210-3p	41.9301051710586	218.928109710046	41.9554281776647	66.5874761895411	50.0864268911362	288.471842895792	883.145816738812	73.6393215335823	57.7591935015193	263.325308310728	151.599342283774	448.701246923898	41.3715628137567
hsa-miR-222-3p	430.53831989643	106.898064541713	370.149624514377	366.116969083294	417.905383791468	16.984302344408	66.3665284565673	25.2828337265299	111.0279618985	17.9785759780938	67.6654234315039	35.3192877178103	101.486580141727
hsa-miR-193a-5p	152.206281770943	219.583256173019	245.396443177933	287.886197057182	191.427627414156	77.2132514272703	213.400501824214	68.2391046211196	142.284842528133	219.257520574949	181.832829348914	162.176137686514	216.472332187473
hsa-miR-133a-3p	423.326341807008	34.0676160745808	253.359412199408	454.849537354156	467.784413469804	1.17583631615132	25.3477321588954	129.114277088881	141.756557221716	1.35177262993187	38.4397192685352	8.56858459426167	119.841569277408
hsa-miR-197-3p	212.921074058636	144.023030776833	221.07941949945	227.006218826744	265.157336564462	80.7407603757243	174.950732434538	120.768487315075	194.761182965489	97.4628066180876	167.579899732491	265.417132553959	138.973489170154
hsa-miR-136-3p	277.074134970356	252.12219716733	272.967153123255	183.933634228709	189.353655286159	163.049302506317	132.304885761802	52.2839182888434	189.742472554534	99.895997351965	162.972892179707	12.5393920891634	157.522710995102
hsa-miR-484	111.450219544674	269.920342744755	156.34818745391	135.077451698783	101.624634271871	158.345957241712	164.075185190688	117.822914453732	259.47613300149	323.884722131675	166.572116830319	97.1802886910165	211.228049577279
hsa-miR-561-5p	20.9650525855293	20.2003492749918	14.042224941096	28.3091898771535	25.7172543871672	1056.42360582218	72.4465588054916	163.724758209665	8.27646980052258	1105.0741249693	68.9611443057242	160.713208609445	42.6340752939887
hsa-miR-654-3p	155.057528922575	289.465545556774	261.664874512129	144.209448433349	125.37161513744	305.194848281055	101.990368247447	32.8922302850001	227.426824412232	125.714854583664	187.303650817844	10.2405035394835	142.566793921584
hsa-miR-335-5p	144.1557015781	101.54770176077	196.334279206909	135.457951562724	134.289695287829	141.231006417731	225.474928291796	202.999063027575	86.6387902522789	123.822372901759	294.416576420054	115.571397088456	244.63607213111
hsa-miR-335-3p	143.149379053994	110.610561165225	123.126338203024	139.262950202126	87.5216238014885	218.836203283719	209.375693001687	197.107917304889	63.3942367699602	233.31595592624	469.914770383891	113.272508538776	151.598613972475
hsa-miR-374a-3p	201.432225241766	108.645121776307	99.7511710754682	159.73384288211	207.500911406136	29.7878533425002	216.911505265142	25.037369321418	119.920764556508	440.137168305816	187.591588789893	27.1686828598541	148.685123633478
hsa-miR-365a-3p	114.04988606528	103.949905458336	104.460453830104	132.946652460718	85.6550488862909	369.081954791944	115.863113550627	101.867728121456	62.1615710549887	563.418832155602	61.7626950045004	328.114092999776	69.6324191020271
hsa-miR-365b-3p	114.04988606528	103.949905458336	104.460453830104	132.946652460718	85.6550488862909	369.081954791944	115.863113550627	101.867728121456	62.1615710549887	563.418832155602	61.7626950045004	328.114092999776	69.6324191020271
hsa-miR-106b-5p	108.5151121827	209.31929491978	60.4500659049618	100.604164025798	82.5440906942949	137.572848989705	277.797442984651	250.128228809068	79.0667008603114	182.083773251823	239.132485786655	147.546846915823	217.831961012339
hsa-miR-141-5p	73.3776840493526	180.711232703305	94.9562649980208	129.36995373968	117.179425231851	76.2987120702637	368.655361297448	164.952080235224	59.1679543186295	131.662654155364	289.953537853296	90.9105926464348	172.284395379353
hsa-miR-132-3p	97.1101235761718	87.8988171155049	178.610251384916	132.87055248793	223.885291217315	156.647527007271	66.9659680684331	299.466574236568	173.805865810974	154.777966127199	44.0545097234898	389.76610410483	120.424267345207
hsa-miR-374b-5p	233.382965382112	67.5892767633509	139.566016182844	234.920615996701	194.227489786953	66.500076102336	136.158426123796	61.8570300882091	90.1606922950545	358.895633246911	62.0506329765494	58.0991833464572	84.0056381077454
hsa-miR-374c-3p	233.382965382112	67.5892767633509	139.566016182844	234.920615996701	194.227489786953	66.500076102336	136.158426123796	61.8570300882091	90.1606922950545	358.895633246911	62.0506329765494	58.0991833464572	84.0056381077454
hsa-miR-424-5p	265.836866784512	89.864256504423	164.996143057877	106.844361794418	229.070221537308	116.407795298981	99.5069755697177	130.341599114441	103.455872506532	319.964581504873	72.2724309842872	72.9374639853006	94.2028542942347
hsa-miR-142-3p	183.737720859579	279.092393226373	61.1350524874543	67.3484759174215	146.318733630214	15.8084660282567	136.586597275129	46.3927725661569	277.701976072853	105.032733345706	48.8054862622975	20.0630273426615	317.667563295301
hsa-miR-106a-5p	69.8555552149837	170.66565360439	69.0123981861179	113.160659535826	105.876277134265	107.784995647205	81.3525187532116	75.8485011795898	66.1237108531112	38.1199881640787	1020.16423496944	74.8183727986751	98.4759734580969
hsa-miR-203a-3p	83.1054684490382	81.4565435629399	90.1613589205734	108.975161032483	97.5803886222757	39.7171377900003	225.560562522062	500.501922023248	47.9859153328171	27.0354525986373	322.490528694827	677.127172814825	63.319856700867
hsa-miR-150-5p	171.074829097919	79.9278684826702	120.215145227431	109.736160760364	192.257216265355	10.1905814066448	50.7810985480573	12.0277558504851	507.32998926182	9.86794019850263	32.3930218555072	23.6158551012578	175.877700130782
hsa-miR-345-5p	83.2731888697225	134.414215986567	141.792222575944	100.832463944162	88.0401168334879	162.788005547172	202.268051889564	86.4034705994032	134.448610482957	121.524359430875	97.1790655665216	240.338348375632	121.492547136173
hsa-miR-339-3p	57.192663453324	96.6341032884743	105.145440412597	78.3829719716883	84.7217614286921	216.615179130988	117.918335077024	206.19010029403	108.738725570696	112.873014599311	140.513730359889	485.901443455083	36.2243965481954
hsa-miR-193a-3p	113.462864592885	71.1925823097008	54.1995633397179	70.4685748017314	100.276552388672	204.987464449048	118.432140458623	148.996893902948	29.0556918528984	367.817332604461	41.6070369610737	388.303175027761	64.0967874579329
hsa-miR-339-5p	43.1880083261904	221.002740176126	60.1075726137156	63.315177359655	61.1821777759221	69.5049911325005	360.94828057346	122.241273745747	95.8837831145647	62.5870727658455	153.183001130043	143.576039420921	33.5051388984649
hsa-miR-454-3p	105.915445662094	113.121955939954	123.383208171459	120.77065681463	114.068467039855	47.5560465643425	99.8495124907839	46.3927725661569	128.021139254892	86.7838028416259	217.969044841057	27.7956524643123	157.328478305835
hsa-miR-3065-5p	164.953033742945	48.2624561056561	168.506699293151	154.635144705311	135.015585532628	82.7004875693098	95.567800977457	52.7748470990673	115.958624758385	56.3689186681589	44.3424476955388	40.9620141579339	153.540940865139
hsa-miR-664a-3p	129.144723926861	33.9584249974186	111.652812946275	150.830146065909	237.573507262097	189.962889298225	85.719864496805	52.5293826939554	23.9489338908738	157.211156861076	61.042850074378	176.178458852746	52.0543607234122
hsa-miR-181a-3p	103.818940403541	116.288497177655	87.3357892677919	86.7539689783735	116.972028019051	191.008077134804	110.468157043835	46.6382369712688	179.440909079415	55.6930323531929	71.1206790960914	162.803107290972	100.903882073928
hsa-miR-411-5p	113.630585013569	143.586266468185	182.977040848305	76.4043726791991	92.6028555150821	137.050255071416	62.34171963404	17.6734371680598	175.038531525946	59.6131729799954	125.10904885527	16.9281793203706	97.9903917349307
hsa-miR-143-5p	175.603280456394	83.3127918746959	151.638904699274	177.541236514513	181.368862593369	7.44696333562506	70.4769715093612	20.864474434515	113.581340879512	17.0323351371415	66.2257335712592	6.06070617642899	120.035801966674
hsa-miR-582-5p	94.7620376865925	17.1429991144525	71.4098512248416	163.691041467089	113.446275401455	423.562370773622	19.6102387310373	142.614819370038	29.6720247103841	167.214274322572	111.431995182945	131.872606804369	39.1378868871923
hsa-miR-1271-5p	177.951366345973	74.7958878560507	133.3155136176	196.566229711525	194.434886999752	59.053112766711	47.9551689492616	34.3650167156717	70.3499933044419	36.2275064821741	55.1401216473745	27.7956524643123	97.2134609778649
hsa-miR-152-3p	236.485793164771	83.0944097203717	92.9013052505433	166.887240324187	149.637089035009	99.4234929545731	61.3997431011081	47.6200945917166	70.2619457533725	55.017146038227	33.2568357716541	53.2924163789446	66.5246960737637
hsa-miR-181d-5p	145.162024102205	57.9804619730846	139.566016182844	156.994243861741	149.32599321581	45.7269678503293	81.4381529834781	44.9199861354852	105.657061283267	14.7343216662574	77.8872214392418	84.4319067337004	110.129934814085
hsa-miR-218-5p	196.232892200554	42.584520093226	151.210788085216	158.744543235866	116.038740561452	49.7770707170727	96.7666802011885	67.7481758108957	71.8468016726215	35.2812656412217	45.3502305977101	124.348971550871	64.3881364918326
hsa-let-7b-3p	93.5041345314608	53.5036278094377	87.1645426221688	108.138061331815	85.551350279891	62.9725671538821	231.041153259121	22.3372608651866	80.3874141263523	93.8130205172716	139.649916443742	100.106146845155	76.8190286048862
hsa-miR-338-3p	148.348712095205	34.9411446918777	152.067021313332	138.958550310974	121.742163913445	65.8468337044742	72.8747299568243	32.8922302850001	107.241917202516	45.2843831027176	32.9688977996051	25.0787841783268	113.237657842348
hsa-miR-181a-2-3p	96.523102103777	74.140741393078	117.38957557465	62.8585775229268	87.3142265886888	217.529718487995	63.5405988577716	40.0106980332464	109.883343734598	81.782244110878	38.5836882545597	186.836942128535	64.970834559632
hsa-miR-19a-3p	54.0059754603235	137.14399291562	40.2429617214335	53.8787807339372	88.1438154398877	38.6719499534213	152.000758723106	281.056743853172	39.7094455322945	193.84419513223	124.533172911172	38.4541357401012	100.806765729294
hsa-miR-1-3p	215.185299737873	22.274979741072	80.8284167341133	240.78031390138	164.258592537391	0.261296959144739	13.7014768426462	135.987280432015	49.5707712520661	0.946240840952307	46.3580134998814	1.46292907706907	94.8826687066673
hsa-let-7f-2-3p	86.7953177040914	71.5201555411872	70.2111247054798	95.9620656857272	93.2250471534813	16.2004114669738	212.372891061015	72.4119995080226	61.8974284017806	109.899114813461	98.9066933988153	12.121412352858	96.436530220799
hsa-miR-106b-3p	54.0898356706657	112.357618399819	53.6858234028485	69.4031751826988	70.7224495647099	118.367522492567	102.932344780379	118.068378858844	68.7651373851929	206.686035116583	66.2257335712592	111.182609857249	87.0162447913755
hsa-miR-502-3p	91.3237690625657	51.9749527291681	103.004857342308	81.5030708559982	95.1953206750787	148.808618232929	58.4881792720458	30.1921218287687	80.8276518816992	186.409445667605	94.587623818081	37.4091863993375	81.8690785258143
hsa-miR-361-3p	71.6166196321682	54.3771564267347	104.717323798539	106.539961903266	81.610803236696	94.066905292106	53.2644912257869	26.5101557520896	144.662126407006	153.426193497267	79.0389733274376	31.3484802229086	87.6960592038082
hsa-miR-331-3p	60.7147922876929	48.5900293371424	65.8443352420902	58.368679128432	37.5388955167522	181.601386605593	145.578191453115	38.5379116025747	34.162449814923	231.017942455356	62.0506329765494	226.127037341247	56.2303635426411
hsa-miR-214-3p	136.021261174914	110.173796856577	105.31668705822	97.8645650054283	97.1655941966762	26.2603443940463	59.4301558049777	21.3554032447389	110.059438836736	45.9602694176835	81.9183530479271	21.3169665515778	110.906865571151
hsa-miR-5701	11.9081498685807	45.8602524080895	26.9713466856416	9.20809670735368	13.9993118639822	186.696677308916	180.945128553196	223.86353746209	57.1428606440335	216.148443526106	211.346471483931	177.641387929815	27.4839255312046
hsa-miR-421	55.0961581947711	57.434506587274	89.3907490152693	73.3603737676772	78.4998450447	106.739807810626	77.1564414701512	20.3735456242911	105.304871078989	244.806023280661	94.7315928041055	52.4564569063337	68.0785575878954
hsa-miR-194-5p	45.6199544261118	49.4635579544394	62.3337790068162	50.225982040111	45.2125923903424	139.140630744573	108.755472438504	101.622263716344	76.249179226091	242.372832546784	75.7276866488746	75.2363525349805	98.1846244241972
hsa-miR-500a-3p	71.2811787907997	57.434506587274	79.1159502778821	76.6326725975632	91.876965270283	125.291891909902	72.189656114692	30.6830506389926	71.5826590194134	190.735118083387	68.0973303895774	20.0630273426615	100.029834972229
hsa-miR-574-5p	77.23525372509	142.385164619402	98.2099512648601	98.929964624461	68.9595732559122	9.14539357006586	126.567392333944	32.8922302850001	67.884661874499	56.0985641421725	94.7315928041055	6.06070617642899	88.1816409269743
hsa-miR-744-5p	48.5550617880859	73.4855949301053	96.1549915173826	80.5898711825417	84.6180628222922	43.3752952180266	154.055980249503	45.656379350821	82.0603175966707	33.1184294333308	97.0350965804971	78.9981701617296	59.2409702262713
hsa-miR-153-3p	16.6881818580813	35.7054822320125	5.56551598275144	19.7098929521042	30.591088887961	52.3900403085201	167.928725552682	190.234913961754	11.8864193943675	193.573840606243	377.054774398104	41.3799938942393	56.9101779550737
hsa-miR-125b-2-3p	81.5959846628801	44.5499594821441	90.8463455030659	82.720670420607	79.2257352894991	91.9765296189481	146.006362604448	20.1280812191792	78.3623204517563	17.8433987151007	68.8171753196998	40.3350445534757	71.6718623393249
hsa-miR-409-3p	63.9853404910355	113.667911325765	99.7511710754682	64.7610768426279	50.6049199231355	167.230053852633	54.377736219252	26.7556201572016	90.512882499332	80.0249396919666	55.5720286054479	24.0338348375632	62.7371586330676
hsa-miR-410-3p	48.9743628397965	132.448776597649	77.574730467274	62.7063775773507	48.2198519759386	152.597424140527	56.8611288969816	20.3735456242911	103.72001515974	57.7206912980907	87.3891745168572	27.5866625961595	68.2727902771618
hsa-miR-324-5p	64.4885017530882	53.1760545779514	75.5197707197965	83.8621700124277	99.3432649310735	100.076735352435	64.9963807723027	103.831443362351	49.1305334967191	60.1538820319681	22.0272548617449	138.351292717103	71.0891642715255
hsa-miR-128-3p	80.2542212974062	42.2569468617396	92.2163186680509	63.0107774685029	62.5302596591204	179.249713973291	64.396941160437	23.5645828907463	74.4001806536338	94.3537295692444	44.4864166815632	34.2743383770467	56.4245962319076
hsa-let-7d-3p	61.3018137600877	48.5900293371424	91.1032154715006	72.5232740670087	75.1814896399042	42.068810422303	68.849921134297	30.4375862338807	85.4061245373074	40.4180016349628	70.2568651799445	205.019060657822	53.0255241697445
