DRR091843_1.hairpin	DRR091838_1.hairpin	DRR091844_1.hairpin	DRR091849_1.hairpin	DRR091841_1.hairpin	DRR091842_1.hairpin	DRR091839_1.hairpin	DRR091845_1.hairpin	DRR091840_1.hairpin	DRR091847_1.hairpin	DRR091846_1.hairpin	DRR091837_1.hairpin	DRR091848_1.hairpin
hsa-mir-6823	0	0	0.276747939146668	0.454689578664273	0.484286454934156	0.717222019628761	0	0	0	11.9731235106635	2.13445905384659	0	0.763472668143834
hsa-mir-520e	3.61660260709573	0.297365921366898	0	0.909379157328546	1.45285936480247	1.7930550490719	0.37566802271033	3.04344421112127	0	0.798208234044231	1.28067543230795	0	1.14520900221575
hsa-mir-599	1.44664104283829	0.297365921366898	1.10699175658667	0	1.21071613733539	0.358611009814381	3.7566802271033	0	1.24016957288117	1.19731235106635	1.28067543230795	2.32790701960053	0
hsa-mir-548i-2	0.723320521419146	0.892097764100695	0.830243817440005	0	1.21071613733539	1.07583302944314	1.50267209084132	1.01448140370709	1.65355943050823	0.798208234044231	1.70756724307727	2.03691864215046	0.763472668143834
hsa-mir-3129	1.44664104283829	0.297365921366898	1.38373969573334	0.454689578664273	1.21071613733539	0.717222019628761	1.50267209084132	1.35264187160945	0.826779715254113	0.798208234044231	0.853783621538634	1.16395350980026	2.2904180044315
hsa-mir-3174	1.80830130354787	0.297365921366898	0.553495878293336	0.909379157328546	0.968572909868311	2.15166605888628	0.37566802271033	1.01448140370709	0.826779715254113	1.59641646808846	3.41513448615454	0	1.52694533628767
hsa-mir-3944	1.80830130354787	0.892097764100695	0.553495878293336	0.909379157328546	0.726429682401233	0.358611009814381	0.37566802271033	0.676320935804726	0.413389857627056	7.18387410639808	1.28067543230795	0.290988377450066	0
hsa-mir-4647	0.361660260709573	2.37892737093519	0	2.27344789332136	1.21071613733539	0.717222019628761	0.37566802271033	0.338160467902363	0.413389857627056	1.59641646808846	2.98824267538522	1.45494188725033	0.763472668143834
hsa-mir-4680	1.08498078212872	0.297365921366898	1.10699175658667	5.45627494397127	0.726429682401233	1.07583302944314	0	2.7052837432189	0	1.19731235106635	0	0.290988377450066	1.52694533628767
hsa-mir-6816	0.361660260709573	0.594731842733797	0.276747939146668	1.36406873599282	0	0	1.12700406813099	0	0	8.78029057448654	2.5613508646159	0	1.52694533628767
hsa-mir-642a	0.723320521419146	2.08156144956829	1.66048763488001	0.909379157328546	0.242143227467078	1.07583302944314	1.12700406813099	0.338160467902363	1.65355943050823	2.39462470213269	1.70756724307727	0.290988377450066	0.381736334071917
hsa-mir-301b	1.80830130354787	0	0.553495878293336	5.45627494397127	0.726429682401233	2.51027706870066	0.751336045420659	2.02896280741418	0	0	0.426891810769317	0.290988377450066	0.763472668143834
hsa-mir-3654	0	0	0.276747939146668	1.36406873599282	0.484286454934156	0.358611009814381	0	0	0	7.5829782234202	4.26891810769317	0	1.90868167035959
hsa-mir-6810	3.9782628678053	0.892097764100695	0.276747939146668	0.454689578664273	1.21071613733539	0.717222019628761	1.87834011355165	0.676320935804726	1.24016957288117	1.19731235106635	1.28067543230795	0.581976754900132	0
hsa-mir-548o	0	1.78419552820139	0.830243817440005	1.36406873599282	0.242143227467078	1.7930550490719	1.87834011355165	1.69080233951182	0.826779715254113	2.39462470213269	0	0.290988377450066	1.14520900221575
hsa-mir-378e	1.08498078212872	1.48682960683449	1.66048763488001	0.909379157328546	0.242143227467078	0.717222019628761	0	1.01448140370709	1.24016957288117	1.19731235106635	1.28067543230795	1.7459302647004	1.14520900221575
hsa-mir-4757	0.723320521419146	1.78419552820139	0.276747939146668	0.454689578664273	1.21071613733539	0.717222019628761	1.87834011355165	0.676320935804726	0.826779715254113	1.19731235106635	0.426891810769317	2.03691864215046	1.14520900221575
hsa-mir-4791	1.08498078212872	0.892097764100695	1.38373969573334	0.909379157328546	2.42143227467078	0	0.37566802271033	3.38160467902363	0	0	0.426891810769317	0.290988377450066	1.52694533628767
hsa-mir-6124	0	0	0.553495878293336	0	1.93714581973662	0.358611009814381	1.87834011355165	0.338160467902363	0.413389857627056	4.78924940426539	1.70756724307727	0.290988377450066	1.90868167035959
hsa-mir-7847	0	0	1.93723557402668	0.909379157328546	0.726429682401233	0.717222019628761	0	1.69080233951182	0	2.39462470213269	4.26891810769317	0.290988377450066	1.52694533628767
hsa-mir-7854	1.08498078212872	2.08156144956829	1.10699175658667	2.72813747198564	1.21071613733539	1.43444403925752	0.751336045420659	0	0.826779715254113	0.399104117022116	0.853783621538634	0.872965132350198	0.381736334071917
hsa-mir-548a-1	0.361660260709573	1.78419552820139	1.38373969573334	0	1.21071613733539	0.717222019628761	3.7566802271033	0	2.89372900338939	0.399104117022116	0.426891810769317	0	0.381736334071917
hsa-mir-548v	0.361660260709573	1.78419552820139	0.553495878293336	0.909379157328546	2.42143227467078	1.07583302944314	0.37566802271033	2.02896280741418	0.826779715254113	0.399104117022116	0	0.290988377450066	1.52694533628767
hsa-mir-3619	2.16996156425744	0.892097764100695	0.553495878293336	3.18282705064991	2.90571872960493	0.358611009814381	0	0.338160467902363	0.413389857627056	0	1.28067543230795	0	1.14520900221575
hsa-mir-3714	0.361660260709573	0.594731842733797	0	0.909379157328546	6.29572391414402	0.358611009814381	0	0	1.24016957288117	0	0	1.16395350980026	0
hsa-mir-548ah	0.723320521419146	0	1.10699175658667	0.454689578664273	0.242143227467078	5.37916514721571	3.00534418168264	0.676320935804726	0.413389857627056	0.399104117022116	0	0.581976754900132	0.763472668143834
hsa-mir-4537	0	0.297365921366898	0.276747939146668	0.454689578664273	1.21071613733539	1.07583302944314	1.12700406813099	0.338160467902363	0.826779715254113	5.58745763830962	1.70756724307727	0.581976754900132	0.763472668143834
hsa-mir-4661	0	0	0.276747939146668	3.18282705064991	1.45285936480247	0.717222019628761	0	3.04344421112127	0	2.39462470213269	2.5613508646159	0	0.763472668143834
hsa-mir-4797	0.361660260709573	0	0.553495878293336	5.001585365307	0.968572909868311	0.358611009814381	1.50267209084132	0.338160467902363	0	3.19283293617692	0	0.581976754900132	1.90868167035959
hsa-mir-548ax	0.723320521419146	0.892097764100695	0.553495878293336	0.454689578664273	0.968572909868311	1.7930550490719	0.37566802271033	0.338160467902363	1.24016957288117	3.59193705319904	2.13445905384659	0.581976754900132	0.381736334071917
hsa-mir-5692c-2	1.08498078212872	1.48682960683449	0.276747939146668	2.72813747198564	0.242143227467078	0.358611009814381	1.87834011355165	0.338160467902363	1.24016957288117	0	1.28067543230795	1.16395350980026	2.2904180044315
hsa-mir-5695	1.08498078212872	1.78419552820139	0.553495878293336	0.909379157328546	1.21071613733539	0.358611009814381	1.12700406813099	1.01448140370709	1.24016957288117	0.798208234044231	0.426891810769317	0.581976754900132	2.2904180044315
hsa-mir-6770-1	0.361660260709573	0.594731842733797	1.93723557402668	1.36406873599282	0.726429682401233	1.7930550490719	0.751336045420659	1.01448140370709	1.24016957288117	1.19731235106635	0.426891810769317	0.872965132350198	1.14520900221575
hsa-mir-6770-2	0.361660260709573	0.594731842733797	1.93723557402668	1.36406873599282	0.726429682401233	1.7930550490719	0.751336045420659	1.01448140370709	1.24016957288117	1.19731235106635	0.426891810769317	0.872965132350198	1.14520900221575
hsa-mir-6770-3	0.361660260709573	0.594731842733797	1.93723557402668	1.36406873599282	0.726429682401233	1.7930550490719	0.751336045420659	1.01448140370709	1.24016957288117	1.19731235106635	0.426891810769317	0.872965132350198	1.14520900221575
hsa-mir-618	0.723320521419146	0.892097764100695	0.553495878293336	0.454689578664273	1.69500259226954	1.7930550490719	0	2.36712327531654	0	1.59641646808846	2.13445905384659	0	0.763472668143834
hsa-mir-3187	1.80830130354787	1.18946368546759	0	2.27344789332136	0.484286454934156	0	0.751336045420659	1.01448140370709	1.24016957288117	2.39462470213269	1.28067543230795	1.16395350980026	0.381736334071917
hsa-mir-3617	0.723320521419146	4.16312289913658	0.553495878293336	0	0.484286454934156	0	0.751336045420659	0	2.06694928813528	0.798208234044231	0	2.32790701960053	0.381736334071917
hsa-mir-3180-4	2.16996156425744	0	0.276747939146668	0	1.45285936480247	0	0.37566802271033	1.01448140370709	0.413389857627056	5.1883535212875	0.853783621538634	0.872965132350198	0.763472668143834
hsa-mir-4725	0.723320521419146	0	0.276747939146668	2.72813747198564	1.21071613733539	0.717222019628761	1.12700406813099	1.35264187160945	0	1.19731235106635	2.5613508646159	0.290988377450066	1.90868167035959
hsa-mir-4750	3.61660260709573	0.892097764100695	1.10699175658667	0.909379157328546	1.21071613733539	2.51027706870066	0.37566802271033	0.338160467902363	0	0.399104117022116	0	1.16395350980026	0
hsa-mir-5008	0.723320521419146	0	0.553495878293336	4.54689578664273	1.21071613733539	1.43444403925752	0.751336045420659	0	1.65355943050823	0.798208234044231	0.426891810769317	0.290988377450066	1.90868167035959
hsa-mir-1244-1	1.08498078212872	0.297365921366898	0.830243817440005	0.454689578664273	0.968572909868311	0.358611009814381	0.37566802271033	0.338160467902363	0.413389857627056	4.78924940426539	2.5613508646159	0	1.14520900221575
hsa-mir-548i-3	0.723320521419146	0.594731842733797	0.830243817440005	0	0.968572909868311	1.43444403925752	1.87834011355165	0.676320935804726	0.413389857627056	1.19731235106635	1.28067543230795	2.03691864215046	0.381736334071917
hsa-mir-548i-4	2.16996156425744	0.892097764100695	1.10699175658667	0	0.484286454934156	0.358611009814381	1.50267209084132	0.676320935804726	2.48033914576234	0.399104117022116	0	1.7459302647004	0.763472668143834
hsa-mir-320d-2	0.723320521419146	2.67629329230209	1.38373969573334	0.454689578664273	0.242143227467078	0.358611009814381	1.12700406813099	0	1.24016957288117	0.798208234044231	2.13445905384659	1.16395350980026	0.381736334071917
hsa-mir-1244-2	1.08498078212872	0.297365921366898	0.830243817440005	0.454689578664273	0.968572909868311	0.358611009814381	0.37566802271033	0.338160467902363	0.413389857627056	4.78924940426539	2.5613508646159	0	1.14520900221575
hsa-mir-1244-3	1.08498078212872	0.297365921366898	0.830243817440005	0.454689578664273	0.968572909868311	0.358611009814381	0.37566802271033	0.338160467902363	0.413389857627056	4.78924940426539	2.5613508646159	0	1.14520900221575
hsa-mir-4517	0.723320521419146	0.594731842733797	0.830243817440005	0.909379157328546	0.726429682401233	0.358611009814381	0	1.69080233951182	0.826779715254113	3.59193705319904	0.426891810769317	0.290988377450066	2.2904180044315
hsa-mir-6500	1.44664104283829	1.18946368546759	1.66048763488001	0	0.726429682401233	1.43444403925752	0.751336045420659	1.35264187160945	0.826779715254113	0.399104117022116	0.426891810769317	1.45494188725033	0.381736334071917
hsa-mir-6843	0.723320521419146	0	0	1.81875831465709	1.93714581973662	1.43444403925752	1.12700406813099	0.676320935804726	0	2.39462470213269	2.5613508646159	0.290988377450066	0.381736334071917
hsa-mir-6892	1.80830130354787	0.892097764100695	0.553495878293336	1.36406873599282	0.242143227467078	1.07583302944314	1.12700406813099	0.338160467902363	0.826779715254113	2.39462470213269	2.5613508646159	0.290988377450066	0.381736334071917
hsa-mir-1244-4	1.08498078212872	0.297365921366898	0.830243817440005	0.454689578664273	0.968572909868311	0.358611009814381	0.37566802271033	0.338160467902363	0.413389857627056	4.78924940426539	2.5613508646159	0	1.14520900221575
hsa-mir-512-2	0.361660260709573	0.892097764100695	0.553495878293336	0	1.21071613733539	0.358611009814381	0	1.35264187160945	1.24016957288117	1.19731235106635	0.426891810769317	1.16395350980026	3.43562700664725
hsa-mir-1911	0.361660260709573	4.75785474187037	0	0.454689578664273	0.726429682401233	0	0.37566802271033	0	0.413389857627056	3.59193705319904	0	1.16395350980026	0
hsa-mir-4446	1.44664104283829	1.78419552820139	0.276747939146668	0	0.968572909868311	1.07583302944314	1.12700406813099	1.01448140370709	0.826779715254113	0.798208234044231	0.426891810769317	1.7459302647004	0.381736334071917
hsa-mir-4636	0.361660260709573	0.892097764100695	0.276747939146668	1.81875831465709	1.21071613733539	0.717222019628761	1.87834011355165	0	1.24016957288117	1.59641646808846	1.28067543230795	1.16395350980026	0.381736334071917
hsa-mir-4651	0.361660260709573	0	0.276747939146668	1.36406873599282	0.726429682401233	2.15166605888628	0	1.01448140370709	0.413389857627056	2.79372881915481	4.26891810769317	0	0.381736334071917
hsa-mir-4804	1.44664104283829	0	0.830243817440005	1.81875831465709	1.45285936480247	0.358611009814381	0.751336045420659	2.02896280741418	1.24016957288117	0	0.426891810769317	0.581976754900132	1.52694533628767
hsa-mir-6882	0	1.18946368546759	1.10699175658667	0.909379157328546	0.726429682401233	0.358611009814381	1.87834011355165	0.338160467902363	0.826779715254113	1.59641646808846	2.13445905384659	0.872965132350198	0.763472668143834
hsa-mir-512-1	0.361660260709573	0.892097764100695	0.553495878293336	0	1.21071613733539	0.358611009814381	0	1.01448140370709	1.24016957288117	1.19731235106635	0.426891810769317	1.16395350980026	3.43562700664725
hsa-mir-943	2.16996156425744	0.594731842733797	1.10699175658667	1.36406873599282	0.726429682401233	1.7930550490719	0	0.676320935804726	0.413389857627056	0.798208234044231	1.70756724307727	0.581976754900132	0.381736334071917
hsa-mir-548p	0	0.297365921366898	1.93723557402668	1.36406873599282	0.484286454934156	0.717222019628761	1.87834011355165	2.36712327531654	0	1.19731235106635	0	0.581976754900132	1.14520900221575
hsa-mir-320d-1	0.723320521419146	2.67629329230209	1.38373969573334	0.454689578664273	0.242143227467078	0.358611009814381	1.12700406813099	0	1.24016957288117	0.399104117022116	1.70756724307727	1.16395350980026	0.381736334071917
hsa-mir-3202-1	0	0.297365921366898	1.93723557402668	0.454689578664273	1.45285936480247	0.717222019628761	1.87834011355165	0	1.65355943050823	0.798208234044231	0.853783621538634	1.16395350980026	0.381736334071917
hsa-mir-3202-2	0	0.297365921366898	1.93723557402668	0.454689578664273	1.45285936480247	0.717222019628761	1.87834011355165	0	1.65355943050823	0.798208234044231	0.853783621538634	1.16395350980026	0.381736334071917
hsa-mir-4519	1.08498078212872	0.297365921366898	0	1.36406873599282	0.242143227467078	2.15166605888628	0	1.69080233951182	0	2.79372881915481	2.98824267538522	0	0.763472668143834
hsa-mir-548aq	1.08498078212872	0.297365921366898	1.38373969573334	0	1.93714581973662	0	0.751336045420659	0.676320935804726	0	2.79372881915481	0.853783621538634	0.872965132350198	0.763472668143834
hsa-mir-4666b	0	0.297365921366898	0	0.454689578664273	0.484286454934156	0	0	0.338160467902363	0	10.7758111595971	0.853783621538634	0	0.381736334071917
hsa-mir-6715a	0.361660260709573	0.594731842733797	0	0.454689578664273	0	3.94472110795819	0	4.73424655063308	0	0.798208234044231	0.426891810769317	0	1.14520900221575
hsa-mir-6715b	0.361660260709573	0.594731842733797	0	0.454689578664273	0	3.94472110795819	0	4.73424655063308	0	0.798208234044231	0.426891810769317	0	1.14520900221575
hsa-mir-6729	0	0.594731842733797	0.830243817440005	0.454689578664273	0.242143227467078	1.07583302944314	0.751336045420659	0.338160467902363	0.413389857627056	1.19731235106635	1.28067543230795	2.03691864215046	3.05389067257534
hsa-mir-6742	0	0.297365921366898	0.553495878293336	0.909379157328546	0.484286454934156	0	1.12700406813099	0.676320935804726	0	2.39462470213269	3.84202629692385	0	3.05389067257534
hsa-mir-558	0	0.892097764100695	0	1.36406873599282	1.69500259226954	1.43444403925752	0.37566802271033	1.35264187160945	0	2.39462470213269	0.426891810769317	1.45494188725033	0
hsa-mir-1238	0	0.297365921366898	1.38373969573334	0	0.484286454934156	1.07583302944314	1.12700406813099	1.01448140370709	0.826779715254113	2.39462470213269	2.13445905384659	0.872965132350198	0.381736334071917
hsa-mir-1976	0	0	0	2.27344789332136	0.968572909868311	0	0	0.676320935804726	0.413389857627056	2.39462470213269	4.26891810769317	0	2.2904180044315
hsa-mir-3155a	1.08498078212872	1.18946368546759	1.38373969573334	1.36406873599282	0.968572909868311	0.358611009814381	1.50267209084132	0.338160467902363	0	1.19731235106635	1.28067543230795	0.581976754900132	0.381736334071917
hsa-mir-3160-1	0.361660260709573	0	0.830243817440005	1.36406873599282	0	0.717222019628761	0.751336045420659	0.338160467902363	0	4.39014528724327	3.41513448615454	0.290988377450066	0.763472668143834
hsa-mir-3160-2	0.361660260709573	0	0.830243817440005	1.36406873599282	0	0.717222019628761	0.751336045420659	0.338160467902363	0	4.39014528724327	3.41513448615454	0.290988377450066	0.763472668143834
hsa-mir-548x	1.08498078212872	0	4.42796702634669	0	0.726429682401233	1.07583302944314	0.37566802271033	0.676320935804726	0.413389857627056	0	0.426891810769317	0.581976754900132	0.763472668143834
hsa-mir-3917	1.08498078212872	0.297365921366898	1.10699175658667	1.81875831465709	0.968572909868311	2.15166605888628	1.12700406813099	1.69080233951182	0.413389857627056	0.399104117022116	0.426891810769317	0.290988377450066	0
hsa-mir-4433a	1.44664104283829	1.78419552820139	0	0.454689578664273	0.484286454934156	0	0.751336045420659	2.36712327531654	1.24016957288117	0.399104117022116	0.426891810769317	1.45494188725033	0.763472668143834
hsa-mir-5691	0.723320521419146	1.48682960683449	1.10699175658667	1.81875831465709	0.484286454934156	2.51027706870066	2.25400813626198	0	0	1.19731235106635	0	0.290988377450066	0
hsa-mir-6802	0.723320521419146	1.48682960683449	0.276747939146668	3.63751662931418	0.242143227467078	0	1.50267209084132	0.338160467902363	0.826779715254113	0.399104117022116	2.13445905384659	0.290988377450066	1.14520900221575
hsa-mir-6809	0.361660260709573	0.297365921366898	0.830243817440005	1.36406873599282	0.484286454934156	2.15166605888628	0	0.338160467902363	0.413389857627056	2.39462470213269	2.5613508646159	0.581976754900132	0.763472668143834
hsa-mir-6877	1.44664104283829	0.892097764100695	0.830243817440005	0.909379157328546	1.69500259226954	0.358611009814381	0	0	0.826779715254113	2.79372881915481	0.853783621538634	0.872965132350198	0
hsa-mir-496	0.361660260709573	1.78419552820139	0.553495878293336	2.27344789332136	1.21071613733539	1.7930550490719	0.751336045420659	0	0.413389857627056	0.399104117022116	0	0	1.90868167035959
hsa-mir-551a	0	0.892097764100695	0.276747939146668	0	1.93714581973662	0	0.37566802271033	2.02896280741418	0.826779715254113	1.19731235106635	3.41513448615454	0.290988377450066	0
hsa-mir-607	0.723320521419146	0	0.276747939146668	0.454689578664273	0.726429682401233	2.51027706870066	0	0	0.413389857627056	3.19283293617692	2.13445905384659	0	1.90868167035959
hsa-mir-1229	0	0	0	0.454689578664273	0.726429682401233	0	0	0	0	7.5829782234202	3.84202629692385	0	0.381736334071917
hsa-mir-3177	1.80830130354787	0.892097764100695	0.276747939146668	0	1.45285936480247	0.358611009814381	0.751336045420659	1.35264187160945	2.48033914576234	0.798208234044231	0.426891810769317	0.290988377450066	0.381736334071917
hsa-mir-3190	0.361660260709573	0.892097764100695	1.10699175658667	0.454689578664273	0.242143227467078	0.717222019628761	1.12700406813099	0.338160467902363	2.06694928813528	1.19731235106635	2.13445905384659	0.581976754900132	0.763472668143834
hsa-mir-4421	0.361660260709573	0	1.10699175658667	0.909379157328546	2.1792890472037	1.07583302944314	0.751336045420659	3.04344421112127	0.413389857627056	0.399104117022116	0	0.290988377450066	0
hsa-mir-4766	0.723320521419146	2.08156144956829	0	2.72813747198564	0.968572909868311	1.07583302944314	1.12700406813099	1.35264187160945	0.413389857627056	0.399104117022116	0	0	0.763472668143834
hsa-mir-6730	0.361660260709573	0.892097764100695	0.830243817440005	0.454689578664273	1.93714581973662	0.717222019628761	0.37566802271033	1.01448140370709	0.826779715254113	1.19731235106635	1.70756724307727	0	0.763472668143834
hsa-mir-6818	1.44664104283829	0.892097764100695	1.38373969573334	2.27344789332136	0.242143227467078	0.358611009814381	0.751336045420659	0	0.826779715254113	2.39462470213269	0.426891810769317	0.872965132350198	0
hsa-mir-7706	1.44664104283829	0.594731842733797	0.276747939146668	1.36406873599282	0.968572909868311	1.07583302944314	1.12700406813099	0.338160467902363	0.826779715254113	2.79372881915481	0.426891810769317	0	0.763472668143834
hsa-mir-7843	0.361660260709573	0.297365921366898	0.830243817440005	0.909379157328546	0.968572909868311	0.717222019628761	0	0	0.413389857627056	4.39014528724327	1.70756724307727	0	1.52694533628767
hsa-mir-7-3	4.33992312851488	0.892097764100695	0.553495878293336	0.909379157328546	1.21071613733539	0.358611009814381	0	0.338160467902363	0	1.99552058511058	0	0	0.381736334071917
hsa-mir-1298	1.08498078212872	4.16312289913658	0	0	0.968572909868311	0	0.37566802271033	0.338160467902363	0.826779715254113	1.59641646808846	0.426891810769317	0.581976754900132	0
hsa-mir-3616	0	0.594731842733797	0.276747939146668	1.36406873599282	1.69500259226954	1.43444403925752	0	1.35264187160945	1.65355943050823	0	0.853783621538634	1.16395350980026	0.381736334071917
hsa-mir-642b	0.723320521419146	2.08156144956829	1.38373969573334	0.454689578664273	0.242143227467078	1.07583302944314	1.12700406813099	0	1.65355943050823	0.399104117022116	1.28067543230795	0.290988377450066	0.381736334071917
hsa-mir-4422	0.723320521419146	0.594731842733797	1.66048763488001	0.454689578664273	0.726429682401233	0.358611009814381	0.751336045420659	0.676320935804726	1.65355943050823	0.399104117022116	1.28067543230795	0.290988377450066	1.52694533628767
hsa-mir-4731	0.723320521419146	0	2.49073145232001	0.909379157328546	0.242143227467078	0.358611009814381	1.50267209084132	0.676320935804726	0	0.399104117022116	2.13445905384659	1.45494188725033	0
hsa-mir-6720	0	1.48682960683449	0.830243817440005	0.454689578664273	0.484286454934156	0.358611009814381	1.12700406813099	1.35264187160945	1.24016957288117	1.19731235106635	0.853783621538634	1.16395350980026	0.381736334071917
hsa-mir-6847	0.723320521419146	0.594731842733797	0.553495878293336	0.454689578664273	0.242143227467078	0.717222019628761	0	0.676320935804726	0	3.99104117022116	2.98824267538522	0.581976754900132	0.381736334071917
hsa-mir-646	1.44664104283829	0.297365921366898	1.10699175658667	0	1.45285936480247	0	0	0	0.413389857627056	3.99104117022116	1.70756724307727	0	0.381736334071917
hsa-mir-662	0.361660260709573	0.297365921366898	0	0.454689578664273	0.242143227467078	0	0.37566802271033	0	0	3.59193705319904	5.97648535077044	0.290988377450066	0.763472668143834
hsa-mir-1272	0	0	0.553495878293336	0.454689578664273	0.968572909868311	0	0.37566802271033	0	0	6.38566587235385	2.13445905384659	0.290988377450066	0.381736334071917
hsa-mir-3173	0.723320521419146	0.297365921366898	1.10699175658667	1.81875831465709	0.968572909868311	0.358611009814381	0.37566802271033	0.676320935804726	0.826779715254113	0.798208234044231	2.5613508646159	0	0.763472668143834
hsa-mir-3180-1	2.16996156425744	0	0.830243817440005	0	1.69500259226954	0	0.37566802271033	0.676320935804726	0.826779715254113	1.99552058511058	0.426891810769317	0.872965132350198	0.381736334071917
hsa-mir-3180-3	2.16996156425744	0	0.830243817440005	0	1.69500259226954	0	0.37566802271033	0.676320935804726	0.826779715254113	1.99552058511058	0.426891810769317	0.872965132350198	0.381736334071917
hsa-mir-3188	0.361660260709573	0.297365921366898	0.276747939146668	0	1.45285936480247	0	0.37566802271033	0.676320935804726	1.24016957288117	3.19283293617692	2.13445905384659	0.581976754900132	0.381736334071917
hsa-mir-3916	0.361660260709573	0	0	0.454689578664273	1.69500259226954	0	0.751336045420659	0.338160467902363	0	3.59193705319904	2.13445905384659	0.581976754900132	1.14520900221575
hsa-mir-581	0.361660260709573	1.18946368546759	0.276747939146668	1.36406873599282	0.484286454934156	0.717222019628761	0.37566802271033	1.35264187160945	0.413389857627056	0.798208234044231	0.853783621538634	1.16395350980026	1.14520900221575
hsa-mir-645	0	0.297365921366898	0	0.909379157328546	0.968572909868311	1.07583302944314	1.50267209084132	1.01448140370709	0	2.39462470213269	0.853783621538634	0.872965132350198	0.763472668143834
hsa-mir-891a	0	3.86575697776968	0.276747939146668	0.454689578664273	0.726429682401233	0	0.37566802271033	0	1.65355943050823	1.19731235106635	0.853783621538634	0	0.763472668143834
hsa-mir-3180-2	2.16996156425744	0	0.553495878293336	0	1.69500259226954	0	0.37566802271033	0.676320935804726	0.826779715254113	1.99552058511058	0.426891810769317	0.872965132350198	0.381736334071917
hsa-mir-3614	0.361660260709573	0	2.49073145232001	0.454689578664273	0.484286454934156	0.717222019628761	0	0	0	1.99552058511058	1.28067543230795	1.45494188725033	0.763472668143834
hsa-mir-3684	0.723320521419146	1.18946368546759	0.830243817440005	0.909379157328546	0.726429682401233	1.07583302944314	0.751336045420659	0.676320935804726	0.826779715254113	0.399104117022116	0	0.872965132350198	1.14520900221575
hsa-mir-3150b	1.08498078212872	1.18946368546759	1.10699175658667	0.909379157328546	0.484286454934156	0.358611009814381	0.37566802271033	0.676320935804726	1.65355943050823	1.59641646808846	0.426891810769317	0	0.763472668143834
hsa-mir-3941	0.361660260709573	0.297365921366898	0.830243817440005	0.454689578664273	0.484286454934156	0.717222019628761	1.12700406813099	1.35264187160945	0	1.19731235106635	2.13445905384659	0.290988377450066	1.52694533628767
hsa-mir-4671	0.361660260709573	0.297365921366898	0.553495878293336	0	0.484286454934156	1.07583302944314	0	1.01448140370709	0	1.59641646808846	3.41513448615454	0	2.2904180044315
hsa-mir-4524b	0.361660260709573	0.892097764100695	1.38373969573334	0.909379157328546	0.484286454934156	0.717222019628761	0.37566802271033	0.338160467902363	0.413389857627056	1.99552058511058	1.28067543230795	0.872965132350198	0.381736334071917
hsa-mir-5682	0.361660260709573	0.297365921366898	0.830243817440005	0.909379157328546	1.21071613733539	1.7930550490719	0.751336045420659	0.338160467902363	0.826779715254113	1.99552058511058	0	0.290988377450066	0.763472668143834
hsa-mir-6811	2.53162182496701	0	1.10699175658667	0	0.242143227467078	1.7930550490719	0.37566802271033	0.338160467902363	0	1.19731235106635	2.5613508646159	0	0.763472668143834
hsa-mir-6821	0	0.297365921366898	0.553495878293336	0	1.69500259226954	0.717222019628761	1.12700406813099	0	0.413389857627056	1.19731235106635	1.28067543230795	1.45494188725033	1.14520900221575
hsa-mir-137	0	0.892097764100695	0.276747939146668	0	0	3.22749908832943	0.751336045420659	0.676320935804726	0.413389857627056	1.59641646808846	1.28067543230795	0.581976754900132	0.763472668143834
hsa-mir-597	0.723320521419146	0.594731842733797	0.830243817440005	0.454689578664273	1.21071613733539	0	1.87834011355165	0	1.24016957288117	0.798208234044231	0.426891810769317	1.16395350980026	0.381736334071917
hsa-mir-770	0.361660260709573	0.594731842733797	0.276747939146668	2.27344789332136	0	1.07583302944314	0.751336045420659	0	0.413389857627056	1.99552058511058	1.70756724307727	0.872965132350198	0.763472668143834
hsa-mir-1286	0	0.594731842733797	0.553495878293336	0	0.484286454934156	1.07583302944314	0.37566802271033	1.35264187160945	0.413389857627056	2.39462470213269	2.5613508646159	0.290988377450066	0.381736334071917
hsa-mir-2278	0.723320521419146	0.297365921366898	0	0.454689578664273	0.726429682401233	0.358611009814381	0.37566802271033	0	2.06694928813528	1.59641646808846	4.26891810769317	0	0.381736334071917
hsa-mir-3136	0	0	0.276747939146668	0.909379157328546	0.968572909868311	0.358611009814381	0	1.69080233951182	0	1.99552058511058	1.28067543230795	0.581976754900132	2.2904180044315
hsa-mir-4441	0	0	0.553495878293336	0	0.484286454934156	2.51027706870066	0.37566802271033	3.38160467902363	0	0.798208234044231	1.28067543230795	0	0.763472668143834
hsa-mir-378h	1.08498078212872	0.594731842733797	0.830243817440005	0.454689578664273	0.484286454934156	0	0.37566802271033	0.338160467902363	0.413389857627056	3.99104117022116	0.426891810769317	0.581976754900132	0.763472668143834
hsa-mir-4640	0.723320521419146	0.892097764100695	0.830243817440005	1.36406873599282	0.726429682401233	1.07583302944314	0	0.338160467902363	0.826779715254113	1.99552058511058	0.853783621538634	0.290988377450066	0.381736334071917
hsa-mir-4717	0	2.97365921366898	0.553495878293336	0.909379157328546	0.968572909868311	0	0.751336045420659	0.676320935804726	0.826779715254113	1.99552058511058	0	0	0
hsa-mir-5587	0	0.297365921366898	0.276747939146668	0.454689578664273	0.968572909868311	0.717222019628761	0	0	0.413389857627056	4.78924940426539	1.70756724307727	0.290988377450066	0.763472668143834
