DRR091843_1.hairpin	DRR091838_1.hairpin	DRR091844_1.hairpin	DRR091849_1.hairpin	DRR091841_1.hairpin	DRR091842_1.hairpin	DRR091839_1.hairpin	DRR091845_1.hairpin	DRR091840_1.hairpin	DRR091847_1.hairpin	DRR091846_1.hairpin	DRR091837_1.hairpin	DRR091848_1.hairpin
hsa-mir-663a	4.70158338922445	3.86575697776968	11.9001613833067	21.3704101972208	5.56929423174279	5.02055413740133	12.0213767267305	10.4829745049733	9.5079667254223	175.206707372709	131.909569527719	5.81976754900132	24.4311253806027
hsa-mir-34b	23.1462566854127	15.4630279110787	23.2468268883201	3.18282705064991	22.7614633819053	37.65415603051	31.5561139076677	16.5698629272158	17.7757638779634	3.59193705319904	6.83026897230907	22.115116686205	136.279871263674
hsa-mir-4466	10.126487299868	16.6524915965463	61.4380424905603	49.5611640744057	17.6764556050967	16.1374954416471	23.6670854307508	18.59882573463	11.9883058711846	35.5202664149683	49.0925582384715	23.2790701960053	27.1032797191061
hsa-mir-7705	11.5731283427063	3.56839105640278	5.81170672208003	165.96169621246	40.437918987002	7.53083120610199	1.50267209084132	1.35264187160945	2.48033914576234	24.7444552553712	10.2454034584636	2.32790701960053	109.176591544568
hsa-mir-4417	125.857770726931	0.297365921366898	104.610720997441	0.454689578664273	15.497166557893	25.8199927066354	0.751336045420659	24.6857141568725	0.826779715254113	14.3677482127962	8.96472802615566	0	1.52694533628767
hsa-mir-4497	33.6344042459903	5.35258658460417	100.459501910241	13.6406873599282	33.1736221629897	19.0063835201622	9.39170056775824	35.1686886618458	5.78745800677879	15.5650605638625	25.613508646159	8.72965132350198	12.5972990243733
hsa-mir-3142	7.95652573561061	0.594731842733797	14.3908928356267	101.850465620797	34.142195072858	22.2338826084916	1.50267209084132	42.9463794236001	2.06694928813528	14.3677482127962	45.2505319415476	5.23779079410119	69.8577491351608
hsa-mir-619	31.4644426817329	9.51570948374075	37.3609717848002	16.3688248319138	21.0664607896358	23.3097156379347	18.0320650900958	35.5068491297481	13.6418653016929	85.8073851597549	26.894184078467	11.3485467205526	6.10778134515067
hsa-mir-4284	1.08498078212872	0.297365921366898	4.15121908720002	21.3704101972208	3.14786195707201	1.07583302944314	1.12700406813099	1.69080233951182	1.24016957288117	98.1796127874404	247.597250246204	0	15.6511896969486
hsa-mir-190b	6.50988469277232	9.81307540510765	6.9186984786667	33.6470288211562	11.3807316909527	33.3508239127374	9.76736859046857	17.2461838630205	9.09457686779524	2.79372881915481	12.8067543230795	5.81976754900132	194.685530376678
hsa-mir-135a-1	19.8913143390265	47.5785474187037	16.6048763488001	10.003170730614	9.92787232615019	13.6272183729465	12.7727127721512	122.414089380655	28.9372900338939	0.399104117022116	0.426891810769317	27.3529074803062	4.580836008863
hsa-mir-194-1	30.3794618996041	12.7867346187766	24.3538186449068	69.1128159569695	40.1957757595349	19.0063835201622	12.3970447494409	21.9804304136536	10.3347464406764	20.3543099681279	24.7597250246204	9.02063970095205	32.4475883961129
hsa-mir-3159	28.2095003353467	12.1920027760428	28.5050377321068	15.4594456745853	27.3621847037798	20.7994385692341	19.9104052036475	32.8015653865292	14.0552551593199	68.2468040107818	35.005128483084	12.2215118529028	8.01646301551026
hsa-mir-1908	5.4249039106436	13.6788323828773	21.0328433751468	8.63910199462118	20.0978878797675	22.592493618306	19.1590691582268	35.1686886618458	13.2284754440658	53.8790557979856	81.5363358569396	18.9142445342543	11.0703536880856
hsa-mir-4472-2	10.4881475605776	3.56839105640278	13.0071531398934	165.052317055131	17.4343123776296	17.2133284710903	9.39170056775824	14.879060587704	7.85440729491407	35.1211622979462	22.6252659707738	4.65581403920106	30.5389067257534
hsa-mir-19a	22.061275903284	14.8682960683449	11.0699175658667	78.6612971089192	44.0700673990082	30.123324824408	16.1537249765442	19.6133071383371	21.909662454234	30.3319128936808	2.13445905384659	10.4755815882024	8.77993568365409
hsa-mir-7851	26.4011990317988	11.2999050119421	30.7190212452802	10.9125498879425	15.0128801029588	17.5719394809047	16.5293929992545	34.492367726041	11.9883058711846	87.8029057448654	33.7244530507761	8.72965132350198	6.87125401329451
hsa-mir-421	19.529654078317	37.1707401708623	28.7817856712535	51.8346119677271	23.7300362917736	16.8547174612759	19.5347371809371	18.2606652667276	33.0711886101645	2.79372881915481	10.2454034584636	17.1683142695539	16.7963986991643
hsa-mir-188	29.656141378185	18.7340530461146	16.0513804705068	43.6501995517702	37.0479138024629	14.7030514023896	32.3074499530883	21.9804304136536	28.1105103186398	8.78029057448654	7.25716078307839	15.7133723823036	21.3772347080274
hsa-mir-449c	0	0.594731842733797	1.38373969573334	7.27503325862836	20.8243175621687	77.4599781199062	0	1.01448140370709	0	0.399104117022116	1.28067543230795	0.872965132350198	198.121157383325
hsa-mir-6850	0	0.297365921366898	1.93723557402668	40.012682922456	2.90571872960493	1.43444403925752	7.13769243149626	1.35264187160945	1.24016957288117	176.004915606753	69.5833651553987	5.81976754900132	23.6676527124589
hsa-mir-653	7.95652573561061	2.67629329230209	19.0956078011201	16.3688248319138	28.5729008411152	151.692457151483	11.2700406813099	4.39608608273072	7.44101743728701	2.39462470213269	6.83026897230907	5.52877917155126	5.72604501107876
hsa-mir-4741	19.529654078317	3.86575697776968	31.8260130018668	2.27344789332136	8.95929941628188	13.2686073631321	5.63502034065494	139.322112775774	2.48033914576234	9.97760292555289	14.5143215661568	6.11075592645139	3.43562700664725
hsa-mir-1277	31.8261029424424	21.7077122597836	11.3466655050134	40.9220620797846	37.29005702993	24.3855486673779	26.2967615897231	16.5698629272158	16.9489841627093	15.1659564468404	4.69580991846249	8.43866294605192	10.6886173540137
hsa-mir-3912	19.8913143390265	27.9523966084884	21.3095913142934	9.09379157328546	19.3714581973662	20.7994385692341	36.0641301801916	17.5843443309229	32.2444088949104	6.78476998937597	13.6605379446181	24.1520353283555	12.2155626903013
hsa-mir-1254-1	9.4031667784489	5.94731842733797	9.40942993098672	20.006341461228	6.5378671416111	11.4755523140602	9.01603254504791	11.4974559086803	10.3347464406764	160.43985504289	25.613508646159	6.11075592645139	8.39819934958217
hsa-mir-4510	17.7213527747691	28.8444943725891	12.4536572616001	1.36406873599282	37.0479138024629	12.1927743336889	33.4344540212193	22.318590881556	26.8703407457587	2.39462470213269	11.5260788907716	30.844768009707	11.4520900221575
hsa-mir-3929	24.2312374675414	7.13678211280556	31.5492650627202	16.3688248319138	16.2235962402942	13.9858293827608	16.5293929992545	31.4489235149198	8.26779715254113	66.2512834256712	20.0639151061579	9.31162807840212	5.34430867700684
hsa-mir-7977	16.2747117319308	38.062837934963	17.4351201662401	3.63751662931418	17.1921691501625	12.9099963533177	33.4344540212193	19.2751466704347	32.6577987525375	1.99552058511058	5.12270172923181	45.6851752596604	4.580836008863
hsa-mir-1248	2.53162182496701	1.48682960683449	6.0884546612267	7.72972283729264	2.42143227467078	3.58611009814381	6.01068836336527	4.39608608273072	5.37406814915173	178.399540308886	57.6303944538578	9.31162807840212	12.9790353584452
hsa-mir-1301	33.9960645066999	19.3287848888484	32.9330047584535	19.5516518825637	30.0257602059176	27.9716587655217	7.51336045420659	15.2172210556063	15.2954247322011	7.18387410639808	6.40337716153976	24.1520353283555	5.72604501107876
hsa-mir-1271	22.7845964247031	47.5785474187037	12.7304052007467	10.003170730614	12.349304600821	14.7030514023896	36.439798202902	10.4829745049733	38.4452567593162	4.78924940426539	4.69580991846249	27.9348842352063	9.54340835179793
hsa-mir-1281	1.08498078212872	2.67629329230209	0.553495878293336	10.9125498879425	1.93714581973662	0.358611009814381	10.1430366131789	1.01448140370709	4.54728843389762	49.4889105107423	198.931583818502	6.11075592645139	14.8877170288048
hsa-mir-877	36.8893465923765	23.7892737093519	15.4978845922134	16.8235144105781	18.8871717424321	36.5783230010668	12.7727127721512	10.8211349728756	24.3900015999963	5.58745763830962	11.0991870800022	17.750291024454	18.323344035452
hsa-mir-15b	19.529654078317	11.2999050119421	6.36520260037337	65.9299889063196	28.5729008411152	19.7236055397909	10.5187046358892	27.3909979000914	5.37406814915173	9.97760292555289	25.1866168353897	7.27470943625165	23.6676527124589
hsa-mir-1268a	18.4446732961882	8.32624579827315	22.4165830708801	16.8235144105781	13.3178775106893	19.7236055397909	12.7727127721512	26.3765164963843	9.5079667254223	71.8387410639808	24.7597250246204	3.49186052940079	8.77993568365409
hsa-mir-504	16.9980322533499	33.0076172717257	19.9258516185601	9.54848115194973	14.7707368754917	5.73777615703009	32.3074499530883	8.79217216546144	39.6854263321974	6.78476998937597	8.53783621538634	33.1726750293075	5.72604501107876
hsa-mir-1181	1.44664104283829	3.27102513503588	15.4978845922134	11.8219290452711	8.95929941628188	6.09638716684447	5.63502034065494	8.79217216546144	2.89372900338939	88.2020098618875	97.7582246661736	9.60261645585218	6.87125401329451
hsa-mir-107	19.529654078317	18.4366871247477	18.5421119228268	5.45627494397127	27.3621847037798	25.1027706870066	21.7887453171991	15.2172210556063	21.0828827389799	9.97760292555289	18.3563478630806	12.2215118529028	18.7050803695239
hsa-mir-2355	28.9328208567659	25.5734692375533	22.9700789491735	17.7328935679066	10.4121587810843	24.0269376575635	21.4130772944888	18.2606652667276	26.8703407457587	5.98656175533173	2.5613508646159	15.1313956274034	14.5059806947328
hsa-mir-379	23.5079169461223	26.1682010802871	17.7118681053868	9.54848115194973	10.4121587810843	26.5372147262642	43.5774906343982	13.1882582481922	20.6694928813528	4.39014528724327	0.853783621538634	24.7340120832556	9.16167201772601
hsa-mir-628	16.9980322533499	30.9260558221574	29.0585336104002	5.001585365307	10.1700155536173	10.7583302944314	36.0641301801916	12.5119373123874	32.2444088949104	3.19283293617692	2.13445905384659	27.6438958577563	7.25299034736642
hsa-mir-4521	14.1047501676734	51.4443043964734	1.66048763488001	0.909379157328546	44.3122106264752	12.5513853435033	18.0320650900958	10.4829745049733	28.5239001762669	0	0.853783621538634	25.0250004607057	0.763472668143834
hsa-mir-5095	15.9130514712212	10.1104413264745	24.0770707057601	12.2766186239354	24.4564659741749	15.061662412204	13.5240488175719	21.9804304136536	10.7481362983035	51.4844310958529	16.6487806200034	9.89360483330225	3.05389067257534
hsa-mir-576	14.1047501676734	13.0841005401435	17.1583722270934	23.6438580905422	18.1607420600308	12.9099963533177	14.2753848629925	11.159295440778	17.3623740203364	6.78476998937597	6.40337716153976	19.4962212891544	57.2604501107876
hsa-mir-7846	0.723320521419146	3.56839105640278	3.59772320890669	3.63751662931418	0.726429682401233	2.15166605888628	5.63502034065494	1.69080233951182	0.826779715254113	11.5740193936414	213.445905384659	4.07383728430093	5.72604501107876
hsa-mir-320b-1	25.6778785103797	27.0602988443878	17.4351201662401	13.1859977812639	15.0128801029588	14.3444403925752	16.9050610219648	11.159295440778	20.2561030237258	1.19731235106635	5.54959354000112	30.2627912548069	5.34430867700684
hsa-mir-320b-2	24.2312374675414	28.2497625298553	19.3723557402668	12.2766186239354	13.8021639656234	13.9858293827608	17.6563970673855	9.80665356916853	20.6694928813528	3.19283293617692	4.69580991846249	29.3898261224567	6.10778134515067
hsa-mir-6125	0.723320521419146	1.78419552820139	4.98146290464003	10.003170730614	4.84286454934155	5.73777615703009	4.13234824981362	4.73424655063308	2.06694928813528	83.4127604576222	111.418762610792	5.23779079410119	4.580836008863
hsa-mir-500b	22.7845964247031	14.8682960683449	10.7931696267201	48.1970953384129	22.2771769269712	15.4202734220184	14.6510528857029	8.11585122965671	15.7088145898281	6.38566587235385	5.12270172923181	9.31162807840212	21.7589710420993
hsa-mir-449a	2.53162182496701	0	1.10699175658667	6.82034367996409	25.1828956565761	36.5783230010668	0	0.676320935804726	1.24016957288117	0.798208234044231	0.426891810769317	1.7459302647004	136.661607597746
hsa-mir-4787	1.08498078212872	1.48682960683449	5.2582108437867	15.4594456745853	4.3585780944074	6.45499817665885	4.88368429523428	64.250488901449	2.06694928813528	53.4799516809635	46.1043155630863	6.40174430390145	13.3607716925171
hsa-mir-1204	1.44664104283829	2.97365921366898	1.93723557402668	27.7360642985206	58.1143745920987	32.6336018931086	3.00534418168264	9.1303326333638	2.06694928813528	5.98656175533173	30.7362103753908	5.23779079410119	14.5059806947328
hsa-mir-4758	0.361660260709573	0	0	25.9173059838635	0.242143227467078	0	0	0.338160467902363	0	188.377143234439	13.2336461338488	0.290988377450066	11.0703536880856
hsa-mir-664a	9.76482703915848	20.2208826529491	4.42796702634669	24.0985476692065	20.5821743347016	5.73777615703009	14.6510528857029	12.1737768444851	21.0828827389799	11.5740193936414	21.3445905384659	14.2584304950532	25.5763343828184
hsa-mir-4326	20.6146348604457	15.1656619897118	17.7118681053868	22.2797893545494	15.0128801029588	30.8405468440367	16.1537249765442	9.46849310126617	13.2284754440658	2.39462470213269	2.13445905384659	14.8404072499534	14.8877170288048
hsa-mir-6752	2.53162182496701	11.0025390905752	6.9186984786667	5.45627494397127	15.0128801029588	7.88944221591637	25.9210935670127	46.6661445705261	10.7481362983035	15.9641646808846	22.1983741600045	20.9511631764048	4.19909967479109
hsa-mir-4484	5.4249039106436	5.05522066323727	3.04422733061335	65.4752993276553	5.08500777680863	1.43444403925752	3.00534418168264	4.05792561482836	2.06694928813528	11.5740193936414	108.430519935407	2.6188953970506	15.6511896969486
hsa-mir-422a	2.53162182496701	1.18946368546759	5.81170672208003	8.18441241595691	1.93714581973662	1.07583302944314	1.50267209084132	1.69080233951182	1.24016957288117	46.6951816915875	156.24240274157	1.16395350980026	3.05389067257534
hsa-mir-8485	17.3596925140595	21.4103463384167	1.10699175658667	10.4578603092783	29.7836169784506	15.061662412204	18.4077331128061	22.318590881556	2.48033914576234	31.5292252447471	4.69580991846249	12.2215118529028	0.381736334071917
hsa-mir-103b-2	15.5513912105116	15.7603938324456	11.0699175658667	25.007926826535	17.6764556050967	18.2891615005334	15.0267209084132	6.08688842224254	16.5355943050823	10.7758111595971	11.5260788907716	6.11075592645139	29.3936977235376
hsa-mir-1-2	15.1897309498021	46.9838155759699	8.85593405269338	0.909379157328546	2.66357550213786	2.86888807851505	51.0908510886048	3.04344421112127	43.4059350508409	5.58745763830962	0	13.6764537401531	0
hsa-mir-34c	13.3814296462542	13.9761983042442	14.1141448964801	1.36406873599282	15.497166557893	19.7236055397909	14.2753848629925	4.05792561482836	11.1615261559305	3.59193705319904	2.98824267538522	16.0043607597536	59.1691317811471
hsa-mir-4770	16.9980322533499	5.64995250597107	42.3424346894402	2.27344789332136	9.68572909868311	16.4961064514615	18.4077331128061	23.3330722852631	9.5079667254223	2.39462470213269	2.13445905384659	27.9348842352063	0
hsa-mir-450b	9.76482703915848	9.21834356237385	11.6234134441601	29.1001330345135	15.7393097853601	11.4755523140602	14.6510528857029	23.3330722852631	16.1222044474552	5.58745763830962	2.5613508646159	22.115116686205	17.5598713673082
hsa-mir-5684	7.95652573561061	8.02887987690626	10.7931696267201	8.18441241595691	8.47501296134772	7.17222019628761	4.88368429523428	14.879060587704	4.13389857627056	86.6055933937991	28.1748595107749	7.27470943625165	5.34430867700684
hsa-mir-6127	6.50988469277232	10.7051731692083	4.15121908720002	20.006341461228	9.44358587121603	10.7583302944314	10.1430366131789	4.73424655063308	5.78745800677879	62.6593463724722	43.5429646984703	8.72965132350198	9.16167201772601
hsa-mir-3158-1	18.0830130354787	13.6788323828773	13.2839010790401	23.6438580905422	15.7393097853601	7.88944221591637	15.0267209084132	30.4344421112127	18.6025435932175	4.78924940426539	2.13445905384659	11.0575583431025	12.9790353584452
hsa-mir-3158-2	18.0830130354787	13.6788323828773	13.2839010790401	23.6438580905422	15.7393097853601	7.88944221591637	15.0267209084132	30.4344421112127	18.6025435932175	4.78924940426539	2.13445905384659	11.0575583431025	12.9790353584452
hsa-mir-1268b	9.04150651773933	10.1104413264745	7.74894229610671	50.01585365307	27.8464711587139	15.7788844318327	4.13234824981362	14.879060587704	2.48033914576234	17.5605811489731	11.0991870800022	6.69273268135152	12.5972990243733
hsa-mir-378i	15.5513912105116	21.7077122597836	22.6933310100268	10.003170730614	7.26429682401233	5.37916514721571	19.5347371809371	15.2172210556063	23.1498320271152	5.98656175533173	6.83026897230907	17.750291024454	7.63472668143834
hsa-mir-4461	13.7430899069638	3.86575697776968	16.3281284096534	13.6406873599282	28.5729008411152	10.399719284617	5.63502034065494	9.46849310126617	7.44101743728701	26.7399758404817	35.4320202938533	6.98372105880159	1.52694533628767
hsa-mir-944	6.87154495348189	48.1732792614375	1.66048763488001	0	0.968572909868311	1.07583302944314	30.804777862247	2.02896280741418	31.0042393220292	1.19731235106635	2.98824267538522	37.5375006910585	9.92514468586984
hsa-mir-493	11.5731283427063	13.3814664615104	16.6048763488001	6.36565410129982	10.6543020085514	22.592493618306	18.4077331128061	5.07240701853545	11.1615261559305	7.18387410639808	3.41513448615454	22.6970934411052	22.5224437102431
hsa-mir-675	9.76482703915848	8.62361171964005	24.6305665840535	34.5564079784847	8.7171561888148	8.60666423554514	21.7887453171991	6.76320935804726	12.8150855864387	18.3587893830173	8.53783621538634	8.72965132350198	8.77993568365409
hsa-mir-153-2	14.4664104283829	4.75785474187037	1.66048763488001	24.5532372478707	38.9850596221995	3.94472110795819	4.13234824981362	36.5213305334552	6.6142377220329	14.3677482127962	4.26891810769317	0.581976754900132	11.0703536880856
hsa-mir-1304	18.0830130354787	9.81307540510765	10.7931696267201	13.6406873599282	12.1071613733539	9.3238862551739	9.01603254504791	15.5553815235087	10.3347464406764	18.3587893830173	10.2454034584636	7.56569781370172	30.5389067257534
hsa-mir-3135a	15.1897309498021	8.32624579827315	13.0071531398934	10.9125498879425	13.5600207381564	11.4755523140602	11.2700406813099	10.8211349728756	8.68118701016818	43.9014528724327	15.3681051876954	4.07383728430093	8.77993568365409
hsa-mir-873	3.25494234638616	12.1920027760428	2.21398351317335	0	0.726429682401233	0.717222019628761	37.9424702937433	0.338160467902363	71.1030555118537	0.798208234044231	0	40.1563960881091	6.48951767922259
hsa-mir-940	9.4031667784489	10.1104413264745	6.36520260037337	25.4626164051993	10.1700155536173	14.3444403925752	9.76736859046857	7.43953029385199	10.7481362983035	24.3453511383491	28.1748595107749	9.60261645585218	9.16167201772601
hsa-mir-7-1	18.4446732961882	11.0025390905752	3.87447114805335	11.8219290452711	14.7707368754917	10.0411082748027	6.3863563860756	9.1303326333638	7.02762757965996	20.3543099681279	40.1278302123158	4.07383728430093	13.3607716925171
hsa-mir-676	3.9782628678053	1.18946368546759	3.04422733061335	77.2972283729264	7.02215359654526	0.717222019628761	6.01068836336527	4.73424655063308	6.20084786440585	0.798208234044231	3.84202629692385	5.81976754900132	60.6960771174348
hsa-mir-1273c	9.76482703915848	7.13678211280556	15.2211366530668	7.27503325862836	14.7707368754917	29.4061028047792	8.64036452233758	13.8645791839969	7.85440729491407	21.9507264362164	8.53783621538634	9.02063970095205	2.67215433850342
hsa-mir-487b	13.7430899069638	14.2735642256111	10.5164216875734	4.09220620797845	8.47501296134772	21.1580495790485	27.0480976351437	5.07240701853545	13.6418653016929	1.19731235106635	0.853783621538634	18.3322677793542	15.6511896969486
hsa-mir-5690	7.23320521419146	7.13678211280556	3.87447114805335	56.3815077543698	17.1921691501625	4.30333211777257	6.76202440878593	7.43953029385199	4.54728843389762	11.1749152766192	8.11094440461703	3.20087215195073	30.9206430598253
hsa-mir-636	3.9782628678053	2.97365921366898	11.3466655050134	11.8219290452711	8.23286973388064	5.73777615703009	5.25935231794461	12.5119373123874	11.1615261559305	39.9104117022116	27.3210758892363	11.3485467205526	11.4520900221575
hsa-mir-1199	13.0197693855446	2.97365921366898	21.8630871925868	4.09220620797845	17.9185988325638	13.6272183729465	3.00534418168264	7.77769076175435	1.24016957288117	27.538184074526	28.6017513215442	3.49186052940079	4.96257234293492
hsa-mir-153-1	10.8498078212872	4.46048882050348	2.21398351317335	20.4610310398923	33.1736221629897	4.66194312758695	4.50801627252395	28.4054793037985	5.37406814915173	11.9731235106635	4.69580991846249	2.32790701960053	12.9790353584452
hsa-mir-5708	9.76482703915848	6.83941619143866	8.85593405269338	40.4673725011203	12.591447828288	8.24805322573076	7.13769243149626	9.1303326333638	7.44101743728701	23.9462470213269	10.6722952692329	4.65581403920106	10.3068810199418
hsa-mir-539	14.8280706890925	11.2999050119421	13.2839010790401	15.004756095921	9.44358587121603	18.6477725103478	15.4023889311235	7.77769076175435	8.26779715254113	0.798208234044231	2.5613508646159	11.3485467205526	20.9954983739554
hsa-mir-495	11.2114680819968	17.8419552820139	4.70471496549336	11.3672394666068	5.81143745920987	13.9858293827608	23.6670854307508	3.38160467902363	20.2561030237258	1.99552058511058	2.5613508646159	16.0043607597536	12.9790353584452
hsa-mir-18a	18.4446732961882	6.83941619143866	3.32097526976002	15.004756095921	19.6136014248333	29.0474917949648	4.50801627252395	11.8356163765827	6.6142377220329	11.9731235106635	8.96472802615566	3.78284890685086	3.05389067257534
hsa-mir-96	7.95652573561061	4.75785474187037	4.15121908720002	12.2766186239354	35.8371976651275	17.2133284710903	3.38101220439297	25.7001955605796	3.30711886101645	6.78476998937597	3.41513448615454	1.45494188725033	6.48951767922259
hsa-mir-3687-1	5.06324364993402	0.594731842733797	6.0884546612267	7.72972283729264	2.66357550213786	5.73777615703009	0.37566802271033	8.45401169755908	1.65355943050823	71.8387410639808	43.5429646984703	0.872965132350198	7.25299034736642
hsa-mir-3687-2	5.06324364993402	0.594731842733797	6.0884546612267	7.72972283729264	2.66357550213786	5.73777615703009	0.37566802271033	8.45401169755908	1.65355943050823	71.8387410639808	43.5429646984703	0.872965132350198	7.25299034736642
hsa-mir-632	0.723320521419146	1.48682960683449	23.8003227666135	4.09220620797845	3.63214841200617	5.37916514721571	2.62967615897231	8.79217216546144	2.06694928813528	49.4889105107423	32.8706694292374	6.40174430390145	1.90868167035959
hsa-mir-23c	9.04150651773933	24.3840055520857	8.85593405269338	1.36406873599282	6.78001036907818	3.58611009814381	22.9157493853301	2.7052837432189	28.9372900338939	2.39462470213269	1.28067543230795	17.750291024454	3.43562700664725
hsa-mir-1287	4.33992312851488	10.1104413264745	11.0699175658667	11.3672394666068	15.497166557893	11.1169413042458	9.39170056775824	7.43953029385199	11.1615261559305	3.59193705319904	9.81851164769429	11.0575583431025	16.7963986991643
hsa-mir-5588	12.2964488641255	12.1920027760428	4.98146290464003	8.18441241595691	13.5600207381564	7.53083120610199	8.64036452233758	7.10136982594963	7.02762757965996	35.1211622979462	11.0991870800022	5.81976754900132	3.43562700664725
hsa-mir-3913-1	5.78656417135317	11.0025390905752	9.40942993098672	6.36565410129982	9.44358587121603	11.4755523140602	16.1537249765442	12.5119373123874	23.9766117423693	4.39014528724327	7.25716078307839	9.31162807840212	6.48951767922259
hsa-mir-3913-2	5.78656417135317	11.0025390905752	9.40942993098672	6.36565410129982	9.44358587121603	11.4755523140602	16.1537249765442	12.5119373123874	23.9766117423693	4.39014528724327	7.25716078307839	9.31162807840212	6.48951767922259
hsa-mir-19b-1	9.4031667784489	11.597270933309	3.32097526976002	18.1875831465709	14.0443071930905	8.96527524535952	6.76202440878593	18.9369862025323	12.4016957288117	12.3722276276856	4.69580991846249	3.78284890685086	10.3068810199418
hsa-mir-103b-1	11.9347886034159	8.92097764100695	8.85593405269338	14.5500665172567	13.3178775106893	13.2686073631321	9.39170056775824	4.05792561482836	9.92135658304935	6.38566587235385	9.39161983692498	4.07383728430093	20.2320257058116
hsa-mir-376c	13.7430899069638	12.4893686974097	6.36520260037337	6.36565410129982	3.87429163947324	10.0411082748027	27.4237656578541	4.05792561482836	13.2284754440658	1.59641646808846	1.70756724307727	16.5863375146538	12.9790353584452
hsa-mir-1291	2.89328208567659	5.05522066323727	7.74894229610671	19.5516518825637	11.6228749184197	4.30333211777257	3.7566802271033	8.11585122965671	7.85440729491407	23.1480387872827	15.3681051876954	8.14767456860185	17.5598713673082
hsa-mir-4472-1	1.44664104283829	0	1.38373969573334	116.400532138054	0.968572909868311	1.7930550490719	0.751336045420659	3.04344421112127	0	3.19283293617692	11.5260788907716	0.290988377450066	18.7050803695239
hsa-mir-382	9.76482703915848	6.83941619143866	10.5164216875734	6.82034367996409	7.50644005147941	16.4961064514615	15.7780569538338	3.04344421112127	7.85440729491407	1.59641646808846	2.5613508646159	10.7665699656524	25.1945980487465
hsa-mir-760	15.5513912105116	18.4366871247477	13.8373969573334	3.18282705064991	5.56929423174279	8.60666423554514	15.4023889311235	4.73424655063308	15.2954247322011	1.99552058511058	2.98824267538522	11.6395350980026	2.67215433850342
hsa-mir-1972-1	9.04150651773933	7.13678211280556	8.30243817440005	3.63751662931418	13.3178775106893	11.1169413042458	12.3970447494409	11.159295440778	5.78745800677879	23.5471429043048	10.2454034584636	4.07383728430093	3.43562700664725
hsa-mir-1972-2	9.04150651773933	7.13678211280556	8.30243817440005	3.63751662931418	13.3178775106893	11.1169413042458	12.3970447494409	11.159295440778	5.78745800677879	23.5471429043048	10.2454034584636	4.07383728430093	3.43562700664725
hsa-mir-3908	5.78656417135317	6.83941619143866	6.64195053952004	12.2766186239354	14.0443071930905	8.60666423554514	8.26469649962725	10.1448140370709	4.96067829152468	25.1435593723933	11.5260788907716	5.52877917155126	5.34430867700684
hsa-mir-5010	13.0197693855446	13.3814664615104	12.7304052007467	5.001585365307	7.99072650641357	11.8341633238746	15.4023889311235	2.7052837432189	14.468645016947	1.99552058511058	7.25716078307839	9.31162807840212	6.10778134515067
hsa-mir-3610	1.80830130354787	0.892097764100695	4.70471496549336	5.001585365307	3.87429163947324	5.02055413740133	6.76202440878593	4.73424655063308	4.13389857627056	23.9462470213269	64.0337716153976	2.32790701960053	10.3068810199418
hsa-mir-491	7.95652573561061	18.7340530461146	1.10699175658667	12.2766186239354	15.7393097853601	4.30333211777257	9.39170056775824	8.79217216546144	14.882034874574	1.59641646808846	6.40337716153976	6.69273268135152	11.4520900221575
hsa-mir-3117	16.2747117319308	10.7051731692083	13.0071531398934	5.45627494397127	9.92787232615019	18.6477725103478	9.39170056775824	6.4250488901449	14.882034874574	0.399104117022116	2.98824267538522	5.23779079410119	4.19909967479109
hsa-mir-450a-2	6.50988469277232	8.62361171964005	8.57918611354671	20.9157206185565	6.5378671416111	3.22749908832943	14.6510528857029	6.76320935804726	14.882034874574	2.39462470213269	1.28067543230795	17.1683142695539	8.39819934958217
hsa-mir-450a-1	6.50988469277232	9.21834356237385	8.57918611354671	20.4610310398923	6.78001036907818	3.22749908832943	14.2753848629925	6.4250488901449	15.2954247322011	1.99552058511058	0.853783621538634	17.750291024454	7.25299034736642
hsa-mir-376a-1	6.87154495348189	14.570930146978	7.74894229610671	9.54848115194973	7.50644005147941	10.399719284617	18.4077331128061	4.05792561482836	11.1615261559305	1.59641646808846	0.853783621538634	12.5125002303528	10.6886173540137
hsa-mir-3135b	4.70158338922445	3.56839105640278	9.13268199184005	3.63751662931418	9.20144264374895	7.53083120610199	6.01068836336527	15.2172210556063	2.89372900338939	39.9104117022116	8.96472802615566	3.78284890685086	5.34430867700684
hsa-mir-577	9.4031667784489	11.8946368546759	3.87447114805335	1.36406873599282	30.994333115786	4.30333211777257	9.39170056775824	0	9.09457686779524	8.78029057448654	10.6722952692329	3.49186052940079	4.19909967479109
hsa-mir-147b	69.4387700562381	1.18946368546759	6.36520260037337	1.81875831465709	10.8964452360185	8.24805322573076	1.87834011355165	1.35264187160945	2.89372900338939	1.19731235106635	4.26891810769317	1.45494188725033	2.67215433850342
hsa-mir-1275	10.126487299868	8.62361171964005	8.30243817440005	3.18282705064991	9.44358587121603	8.24805322573076	4.50801627252395	43.2845398915025	5.37406814915173	1.99552058511058	0.853783621538634	3.78284890685086	0.763472668143834
hsa-mir-718	0	2.97365921366898	1.38373969573334	31.3735809278348	1.69500259226954	1.07583302944314	7.13769243149626	1.69080233951182	3.30711886101645	36.7175787660346	32.8706694292374	2.03691864215046	8.77993568365409
